3\xffX axis acceleration,Y axis acceleration,Z axis acceleration,Bicep signal,Shoulder signal,Pectoral signal
335,330,420,57,32,26
335,332,420,53,32,23
334,332,415,70,30,20
335,330,415,94,32,23
334,329,415,83,33,20
335,329,416,72,33,18
336,330,416,63,32,20
336,331,414,56,31,16
336,331,413,59,38,14
336,331,416,52,35,16
336,330,415,50,32,15
337,329,414,51,29,23
336,330,415,54,31,33
336,331,414,66,30,45
337,332,416,71,27,36
338,331,417,56,25,34
338,333,417,56,36,26
337,331,417,68,32,25
337,333,417,62,33,25
337,332,418,54,35,22
337,332,416,49,31,22
338,333,417,102,31,24
338,330,418,79,29,24
337,331,419,73,28,25
337,330,418,76,31,23
336,332,416,77,28,19
336,333,415,66,32,16
336,331,415,60,30,15
336,329,416,62,32,15
335,333,416,53,35,13
336,329,416,57,38,15
336,332,420,57,37,13
336,330,420,56,36,13
338,333,419,72,32,14
338,333,420,92,31,12
338,331,419,99,30,14
339,329,422,88,29,17
338,330,420,82,32,17
338,330,419,67,29,16
338,332,419,85,28,16
338,332,417,76,28,16
337,331,417,62,29,16
338,331,418,55,31,14
338,329,416,69,28,18
338,329,417,72,31,14
338,331,417,72,30,20
338,330,417,78,30,19
337,330,416,72,37,17
337,331,417,77,37,18
337,329,417,94,33,27
337,329,415,77,31,42
338,330,418,71,33,36
338,332,418,96,38,29
337,330,416,95,33,23
338,331,419,90,31,19
339,332,419,110,35,19
338,331,418,107,32,18
338,332,417,89,32,18
339,329,418,123,33,16
337,331,415,101,31,15
338,328,416,84,30,16
338,329,418,76,27,14
337,331,419,78,25,14
337,332,416,75,28,14
337,331,417,76,30,13
337,330,418,82,29,13
337,329,416,80,29,12
336,331,416,74,32,12
336,331,417,86,32,13
337,330,418,96,29,14
337,328,417,86,35,14
336,329,416,88,36,15
337,329,418,79,38,13
337,329,416,81,43,13
336,329,417,89,41,13
337,329,417,85,40,13
337,331,417,92,42,13
336,331,416,94,41,12
336,330,417,97,40,12
338,330,419,91,37,12
336,328,417,78,36,13
336,330,418,76,34,13
336,328,417,59,33,13
337,330,416,65,30,12
336,327,416,64,29,17
334,327,416,77,32,37
334,326,415,78,33,42
335,327,417,84,32,35
335,328,417,98,30,28
335,326,417,90,33,23
334,326,417,93,33,23
336,329,419,103,35,20
335,328,417,107,36,19
335,328,416,97,33,17
335,329,417,79,33,17
335,327,418,77,38,19
335,327,418,76,45,17
334,325,416,71,42,16
335,327,416,64,39,14
335,328,416,73,40,13
335,327,413,81,39,13
335,328,415,67,37,15
335,326,417,70,40,13
335,327,417,60,44,14
335,327,416,81,44,15
336,329,418,75,45,15
335,326,417,78,39,17
336,326,416,92,44,16
335,327,417,93,44,16
335,328,418,88,45,17
336,327,417,83,40,19
334,327,417,73,43,17
336,328,419,91,41,16
335,328,417,79,37,15
336,327,417,79,34,15
335,327,415,77,31,14
337,329,418,82,36,12
336,328,416,75,35,13
336,327,416,69,33,15
337,329,417,71,32,15
336,328,417,66,33,17
336,328,417,57,34,19
337,328,418,88,30,28
336,327,418,81,32,49
337,327,418,65,31,40
336,327,417,87,31,31
337,327,418,84,32,26
337,329,417,77,33,22
338,327,416,71,32,19
337,329,417,86,31,19
337,327,417,77,32,17
336,327,416,72,29,15
336,326,417,79,30,17
337,326,418,85,28,14
337,327,417,70,28,15
337,327,417,64,31,14
338,328,417,72,30,12
337,326,416,68,27,14
337,327,416,71,26,13
337,327,417,59,25,15
337,326,417,67,26,16
338,327,418,68,27,16
337,329,415,63,27,17
338,327,415,92,30,17
336,326,416,90,28,18
337,325,418,74,28,20
337,326,417,74,28,19
337,326,418,71,31,22
338,326,418,67,30,20
337,328,418,74,27,21
337,326,418,81,27,21
337,327,417,96,31,17
338,327,416,87,32,18
337,328,416,83,32,16
338,326,416,93,29,15
336,326,417,105,28,15
338,328,416,89,28,14
337,327,416,71,27,14
338,329,417,94,25,15
336,327,417,87,30,14
337,327,416,86,28,17
337,328,417,95,29,21
336,328,417,89,27,44
336,328,417,101,27,39
337,329,419,77,27,32
337,327,417,63,27,30
336,326,418,59,26,25
337,327,416,65,30,22
337,329,417,67,29,21
336,328,415,54,31,18
336,328,416,78,33,16
337,327,417,83,30,18
337,327,418,75,27,16
337,327,417,65,33,17
338,329,417,67,33,15
337,328,416,73,33,13
338,329,417,84,33,13
337,328,418,70,31,13
338,327,416,70,30,13
337,328,417,71,29,11
337,328,417,73,31,12
337,329,415,102,31,13
337,327,416,86,29,13
337,327,418,77,29,11
338,328,419,74,31,13
337,328,417,62,28,14
337,329,417,56,32,13
338,327,416,63,31,15
338,328,416,66,32,16
337,326,416,74,29,15
337,327,417,73,37,15
338,329,418,78,39,17
337,327,416,80,37,17
337,328,417,65,34,15
337,328,418,71,34,14
337,329,417,107,33,14
337,329,417,85,33,13
337,328,418,70,29,16
338,329,417,55,33,15
338,328,417,69,36,16
338,328,416,76,32,17
338,327,417,72,32,27
337,327,416,68,32,38
339,328,417,75,30,33
337,329,416,86,32,28
337,329,418,83,31,24
338,328,417,77,34,21
337,328,417,65,31,18
338,329,417,81,29,16
337,329,416,83,30,17
337,327,417,75,28,16
337,328,418,69,26,14
338,327,418,70,28,17
339,329,418,95,30,16
339,329,418,90,35,14
338,327,417,71,31,13
338,329,416,108,31,12
338,328,417,105,28,11
337,327,418,113,27,10
338,329,417,116,25,13
338,329,417,112,25,12
337,328,417,124,27,13
336,326,416,107,29,11
337,327,418,104,29,12
338,328,417,117,30,13
338,328,418,95,35,13
337,327,419,84,33,16
338,328,416,81,33,15
337,331,417,78,33,15
337,328,416,71,28,15
337,328,416,74,31,16
336,328,416,70,34,15
337,328,415,77,34,15
338,327,417,77,32,15
337,328,418,83,31,13
338,329,418,74,29,13
337,328,416,71,27,12
338,330,418,80,28,11
337,327,418,69,30,12
338,328,418,86,31,12
338,328,417,79,31,15
338,329,416,71,28,23
337,328,416,67,26,45
338,330,417,63,31,38
338,328,417,91,27,31
336,327,417,73,27,26
338,329,419,79,26,22
338,328,418,88,27,18
337,329,418,84,28,20
338,329,417,77,30,19
337,328,415,90,32,18
337,327,414,80,32,19
336,327,417,76,31,19
338,326,416,76,29,19
337,328,417,71,30,18
337,327,419,61,30,16
338,326,418,67,32,15
339,327,418,62,29,13
339,327,418,63,32,13
339,326,420,60,30,13
339,329,421,75,36,14
339,329,417,88,35,12
339,331,418,76,36,12
338,330,417,71,32,14
338,330,418,68,38,14
337,328,416,81,36,12
337,330,415,80,32,11
337,330,416,84,35,11
337,328,416,64,33,12
336,327,417,67,31,11
338,326,417,72,32,10
337,327,416,72,38,11
337,327,417,63,34,11
338,326,416,73,32,10
338,327,415,58,31,11
337,328,415,71,28,10
337,329,415,58,30,12
338,328,417,49,27,11
338,328,417,60,24,11
338,329,416,85,24,12
339,328,417,66,25,11
338,328,418,77,29,12
339,330,418,67,28,16
339,330,419,69,30,26
338,328,419,71,30,42
339,326,419,75,35,33
340,327,421,80,36,29
339,327,420,93,37,25
339,327,419,82,34,21
338,327,417,79,34,21
340,327,417,70,32,18
338,327,416,70,29,17
338,326,416,64,30,16
338,327,416,53,28,15
338,327,418,45,29,16
338,327,415,55,27,14
339,329,415,55,35,13
339,329,418,65,33,12
339,329,417,61,33,12
340,329,418,62,35,10
340,329,419,66,34,11
340,328,417,58,36,11
338,328,417,52,32,11
340,329,418,59,35,12
338,327,417,68,33,12
339,326,418,58,32,13
339,327,419,49,37,12
339,327,419,47,37,14
340,329,419,52,36,12
340,326,417,59,31,14
340,328,418,74,37,14
341,329,417,77,36,13
339,328,414,78,34,12
338,329,414,71,35,11
339,329,416,76,36,11
339,330,417,71,36,11
339,328,418,78,33,11
339,327,418,75,31,11
338,327,416,64,28,10
339,326,417,72,26,11
338,326,416,66,31,11
338,325,415,69,32,12
337,325,416,73,32,17
338,327,418,65,29,28
338,327,418,53,31,40
339,328,418,50,32,34
338,326,418,64,30,29
337,326,417,61,27,24
338,326,418,63,29,22
339,329,419,62,30,21
339,329,417,60,27,17
338,328,416,86,26,18
338,327,417,68,33,18
338,326,416,62,32,18
337,326,415,66,29,17
339,329,418,64,29,16
339,326,417,73,33,15
338,329,417,77,33,14
338,326,418,80,33,13
336,329,414,87,33,12
337,328,416,90,35,11
338,327,417,81,32,11
338,328,417,80,34,12
338,328,418,74,32,12
338,327,416,79,31,13
338,328,417,66,34,13
337,327,418,79,31,14
338,326,417,81,29,13
337,327,418,79,32,15
338,327,416,77,31,16
338,326,416,72,29,16
339,328,419,71,28,15
338,326,418,61,30,15
339,328,416,78,34,14
339,330,417,87,36,13
338,328,415,72,40,14
338,329,416,61,39,13
339,328,416,70,39,12
339,329,416,78,40,14
339,328,417,79,36,12
338,326,419,69,39,13
339,326,418,85,37,12
340,328,417,85,36,12
339,327,417,69,35,18
339,326,417,54,43,27
339,325,419,77,41,49
338,323,420,75,40,38
339,326,421,73,35,32
338,326,417,66,37,26
338,325,415,67,37,25
338,326,418,70,33,20
337,324,417,64,35,19
338,325,415,69,33,19
337,327,414,73,31,19
337,324,416,73,34,22
337,323,419,60,30,21
338,324,418,57,29,19
338,327,417,49,29,18
338,326,418,49,28,17
339,327,419,57,29,16
337,326,418,55,31,14
337,328,417,65,31,14
337,327,418,72,29,13
338,327,419,68,33,13
336,326,419,65,34,12
336,327,416,83,31,11
336,327,416,98,32,13
336,325,417,122,33,12
337,324,419,114,32,10
338,325,421,99,35,11
337,327,417,96,34,11
337,327,415,84,30,11
338,326,416,85,28,11
337,326,415,94,30,12
336,327,414,99,28,14
337,329,413,77,31,15
336,330,414,69,36,14
337,331,410,61,32,13
338,331,412,91,34,12
339,329,415,93,32,12
339,326,418,78,36,13
339,325,421,82,37,12
339,325,419,81,38,14
339,326,417,82,36,18
339,327,418,75,31,36
340,329,420,78,28,34
340,329,417,62,34,28
338,332,414,65,35,25
339,332,413,69,34,21
341,333,414,62,36,20
341,332,418,78,37,18
341,332,419,78,32,19
341,327,418,65,37,21
340,327,418,96,32,20
340,327,420,88,31,17
342,327,419,80,30,19
341,329,418,86,31,19
342,330,418,94,32,16
341,328,417,92,34,16
341,328,417,106,30,14
343,328,418,102,35,15
342,328,418,88,33,14
342,329,418,76,32,13
340,328,415,90,31,14
341,329,415,102,33,14
340,329,415,77,30,13
340,329,416,65,28,13
341,330,416,73,31,13
341,330,416,79,32,11
342,331,419,64,30,13
341,331,416,61,29,14
341,330,416,67,30,13
341,329,417,64,28,13
342,328,419,63,30,12
341,326,418,65,29,12
342,328,418,74,28,13
342,328,418,74,27,12
341,329,417,77,30,14
340,328,415,66,30,13
341,327,417,71,28,12
341,327,419,70,27,17
341,326,419,68,24,32
342,327,419,66,26,40
341,328,419,61,30,31
341,327,418,68,30,27
341,328,416,62,29,24
342,329,418,62,30,23
342,329,418,55,32,20
341,328,416,62,32,21
341,330,417,68,37,22
341,327,417,64,32,21
341,326,417,61,29,22
341,325,420,54,28,23
342,327,418,53,29,20
340,328,415,62,31,17
341,330,415,51,30,17
340,329,416,52,27,15
340,331,417,68,25,14
341,329,416,64,30,13
341,329,418,54,30,12
342,328,419,77,35,13
341,328,418,65,38,13
340,328,416,63,35,12
341,329,418,61,32,13
341,328,417,54,31,13
341,329,418,48,29,11
341,328,418,59,32,12
340,328,417,72,28,13
341,328,417,73,27,14
340,328,417,68,24,15
340,327,417,62,28,13
341,328,419,60,31,13
340,328,418,77,28,14
339,327,416,75,31,14
340,329,417,67,32,15
339,327,417,61,29,14
340,328,418,70,28,15
339,328,415,76,26,17
340,328,416,70,29,18
341,330,416,68,30,44
341,328,418,59,29,44
341,328,419,95,29,34
341,327,417,81,28,28
339,327,417,78,30,23
341,328,417,67,36,21
340,327,418,55,34,19
341,328,420,67,33,18
341,330,419,99,31,16
341,328,418,90,30,14
341,328,420,85,27,15
341,327,419,74,25,13
340,329,417,67,24,12
340,331,415,54,24,12
341,329,417,75,23,14
341,327,417,75,23,12
341,328,420,71,27,13
340,329,417,63,26,13
341,329,416,58,35,14
341,330,415,60,32,13
340,330,415,63,28,14
341,331,416,65,27,16
340,330,416,75,30,17
340,329,415,77,25,19
339,329,417,76,27,17
340,328,416,70,30,20
339,327,416,66,33,19
340,328,419,67,34,16
341,328,418,85,32,16
340,326,417,68,30,15
340,326,417,67,28,14
340,327,417,57,27,14
340,326,417,48,29,18
340,327,416,85,28,19
340,328,417,76,26,20
340,327,419,60,32,18
340,327,417,59,29,31
341,329,416,64,32,45
340,329,417,89,31,34
341,328,417,90,30,28
340,328,416,90,29,23
341,329,416,93,29,20
340,330,417,101,36,18
340,330,417,91,37,17
342,330,416,92,32,15
340,329,415,87,31,14
341,327,417,74,30,13
341,326,418,73,31,12
339,326,417,71,32,13
339,327,415,73,34,12
339,328,417,94,31,11
339,326,418,102,33,12
339,327,418,82,35,10
340,328,420,84,32,12
340,327,418,95,32,11
340,329,417,85,33,11
340,329,418,81,31,12
341,327,418,88,30,14
341,327,417,102,28,14
341,328,417,81,27,17
341,330,416,74,25,17
341,330,417,90,25,20
340,329,416,91,28,21
340,328,416,90,28,19
341,329,417,87,33,16
340,330,418,92,36,16
340,330,416,78,34,17
340,328,415,70,34,18
340,330,417,62,34,18
339,328,417,82,31,19
339,329,415,77,31,20
339,328,416,86,37,20
340,327,419,79,36,42
338,329,417,116,34,46
340,327,419,88,33,34
340,328,418,97,34,29
339,326,418,84,32,23
341,329,417,81,33,22
339,328,416,83,33,19
340,327,417,77,29,18
339,327,416,62,34,19
340,328,416,82,35,18
340,327,417,96,35,18
340,326,419,78,32,17
340,329,418,110,28,15
340,328,415,105,26,15
340,328,417,134,28,15
339,328,416,134,31,14
340,327,417,130,36,13
340,327,417,116,33,16
339,326,417,98,29,16
340,327,417,87,30,15
341,328,417,94,28,13
340,326,416,75,31,14
341,327,418,78,29,13
341,328,417,66,27,13
340,329,418,69,27,12
340,325,418,63,35,12
339,327,417,82,34,11
340,326,416,92,32,10
340,327,417,106,31,10
340,327,416,86,28,12
340,328,416,101,29,12
339,327,417,77,30,11
340,327,417,77,31,11
339,328,418,74,30,12
340,327,418,64,28,13
340,326,418,73,29,12
341,327,418,65,28,16
340,328,417,85,27,30
340,327,417,68,28,46
341,328,419,65,29,37
340,328,417,81,29,29
341,328,417,91,26,24
340,328,417,74,32,22
340,328,417,73,34,18
340,328,417,98,31,16
341,328,415,97,31,14
340,327,415,90,30,14
340,325,418,83,29,14
341,327,419,87,28,12
340,327,417,101,31,12
340,328,417,80,27,12
340,326,418,68,29,12
340,326,419,104,32,16
340,326,417,82,36,17
341,327,417,72,35,17
341,327,419,98,35,21
341,327,416,89,32,20
340,327,416,86,36,21
341,329,418,74,38,25
341,327,416,76,32,27
341,327,417,70,31,30
341,328,417,71,37,30
341,327,419,97,35,31
341,326,419,74,33,32
341,327,416,69,34,32
341,329,416,68,31,34
340,327,416,68,34,35
340,327,416,54,35,32
341,328,418,65,35,31
341,328,416,86,34,35
339,327,415,73,34,33
340,328,417,59,34,36
341,327,417,69,38,36
341,328,415,89,37,36
341,327,417,80,35,33
341,326,419,93,37,40
340,326,417,86,32,60
342,326,417,102,37,53
341,326,416,97,36,44
340,326,417,86,33,35
340,326,418,74,33,31
340,330,416,91,34,28
341,328,418,104,39,25
340,327,414,83,33,22
340,326,416,92,38,22
341,326,418,111,40,20
341,327,418,95,42,18
341,327,418,84,36,17
340,329,417,68,38,18
342,328,417,78,43,18
341,328,417,71,37,18
340,327,418,61,35,17
339,327,418,52,38,19
341,328,417,88,38,20
339,328,415,89,36,18
339,327,417,75,41,19
339,326,418,72,44,18
339,325,418,70,38,19
340,327,417,66,42,19
340,326,417,63,38,18
340,327,418,59,34,19
339,327,416,64,37,19
339,328,416,71,32,19
339,327,416,67,30,20
339,326,416,53,29,21
339,325,417,78,29,19
340,326,417,85,30,19
339,327,416,87,29,19
340,326,416,70,28,19
339,326,415,79,31,18
339,327,416,73,31,20
339,327,416,71,31,23
339,327,417,63,26,20
339,327,416,90,25,23
340,327,418,75,25,46
339,327,417,68,23,46
339,327,418,60,22,37
339,327,418,100,27,30
338,326,415,96,25,26
339,326,417,90,24,23
340,327,417,79,24,20
339,327,416,83,29,18
338,326,415,78,26,17
339,326,417,69,25,18
339,326,419,66,28,20
339,326,418,96,27,17
340,327,418,77,27,16
339,327,419,84,31,16
339,325,417,88,32,14
339,327,417,74,34,13
339,327,416,73,31,12
339,327,416,61,33,14
338,327,416,50,33,12
339,328,416,70,28,13
340,327,414,79,27,12
338,326,416,65,26,12
339,327,417,68,27,13
339,326,418,70,29,12
339,326,418,73,32,11
339,326,418,66,30,11
339,327,417,63,28,11
338,326,417,51,27,11
339,326,417,48,28,11
340,326,418,49,28,11
340,326,419,79,29,11
340,325,420,64,27,10
341,324,420,68,28,12
341,326,418,71,26,13
341,327,417,77,27,13
341,328,417,66,27,13
341,327,416,58,27,12
342,327,418,70,30,12
341,327,418,71,32,11
340,329,415,73,32,16
341,329,417,67,33,35
340,328,416,65,32,36
341,329,417,63,30,32
341,329,416,56,28,32
340,328,415,45,32,29
340,327,415,65,29,28
340,326,418,67,30,26
340,326,416,58,30,28
340,326,416,62,28,28
339,324,417,64,27,29
339,325,419,60,30,29
340,325,419,50,29,29
339,326,416,59,31,26
341,327,418,58,31,23
339,327,418,48,30,20
339,326,416,51,30,19
339,327,415,65,29,16
339,327,416,57,29,18
340,327,418,65,29,16
339,326,418,71,31,16
340,327,418,61,31,16
339,327,417,54,28,15
340,327,418,51,31,13
339,326,419,65,30,14
339,326,419,77,29,13
339,326,418,65,28,12
339,327,416,59,32,12
339,327,416,51,31,12
339,327,416,48,31,11
339,327,416,44,30,11
338,327,416,38,32,10
339,327,417,55,30,13
340,326,417,64,33,14
338,326,417,73,34,14
338,325,418,56,35,13
339,327,419,44,33,11
339,328,417,60,32,13
338,327,417,71,33,11
339,324,417,58,34,19
338,325,416,58,31,22
338,327,412,50,31,35
338,327,412,58,30,30
336,325,413,66,31,29
336,324,412,68,30,27
337,324,417,55,29,29
338,324,420,48,28,26
339,325,422,50,28,29
339,325,422,62,28,29
338,327,420,77,30,28
338,325,420,90,33,25
338,327,420,70,30,28
340,328,420,74,28,28
338,329,416,65,24,25
339,329,416,68,24,23
337,327,414,77,27,20
337,328,413,72,25,19
337,326,414,59,25,22
337,325,414,65,26,20
337,325,416,75,28,20
337,324,416,70,27,19
337,325,418,64,27,18
337,324,416,49,27,17
337,326,416,68,30,16
337,325,416,71,29,16
337,325,417,61,28,17
338,326,419,60,30,14
339,325,419,53,30,15
338,326,418,52,29,14
338,325,417,45,28,12
338,327,418,43,25,13
338,327,416,39,24,12
337,328,415,38,31,14
338,326,415,54,28,15
338,326,417,56,32,12
337,326,417,50,37,12
337,327,416,44,33,11
337,326,416,40,30,12
338,327,417,37,40,15
337,326,417,52,36,22
337,326,418,56,35,37
337,326,421,59,31,34
337,326,420,52,28,32
338,327,420,52,31,32
338,327,418,46,28,31
337,327,416,43,26,31
338,327,416,46,25,33
337,328,416,64,25,32
337,326,414,77,26,31
337,324,416,60,24,35
338,325,418,67,26,34
337,325,418,63,25,32
337,325,417,56,25,28
337,326,418,45,23,23
338,326,417,51,25,22
336,327,415,61,24,19
337,327,417,66,25,18
337,327,416,65,24,16
336,326,415,69,25,16
337,327,417,80,24,13
337,326,417,63,25,12
337,325,418,52,26,14
337,326,420,46,27,12
338,324,419,40,29,14
337,326,420,53,28,12
337,326,419,47,31,12
337,327,417,50,29,11
337,327,418,48,29,10
338,327,416,42,29,12
338,325,416,36,29,11
338,327,416,50,29,12
337,327,416,56,27,12
338,326,415,62,25,15
337,326,415,53,24,14
337,326,416,66,26,12
337,326,414,56,28,12
336,326,414,51,25,11
338,326,414,42,24,11
338,327,417,54,23,15
338,327,417,60,21,21
337,326,418,50,24,42
337,326,419,49,26,36
337,326,419,65,25,33
337,326,420,54,26,28
337,326,419,46,25,25
337,325,417,40,27,23
337,327,418,41,26,25
337,326,416,37,34,23
337,325,416,43,30,21
337,324,416,55,31,25
338,326,417,54,32,24
337,327,416,48,37,21
337,329,415,40,33,20
336,329,415,49,29,19
336,326,415,56,30,16
336,327,419,59,31,14
337,323,419,52,33,13
337,325,419,61,30,13
338,326,418,65,32,11
337,327,416,64,30,11
337,327,416,92,30,11
336,327,417,70,28,11
336,328,417,59,29,9
337,327,416,81,29,10
336,325,417,75,32,11
337,326,417,66,29,11
336,325,416,53,29,11
336,325,414,63,26,11
337,325,416,69,28,11
337,323,416,61,27,10
337,324,417,58,28,9
337,326,418,50,28,11
338,327,417,51,25,12
339,329,418,72,25,11
338,328,418,76,24,11
339,327,419,68,25,10
339,328,418,56,25,10
339,328,419,62,30,12
338,328,417,57,29,11
338,327,416,65,26,16
338,328,415,54,27,31
337,326,414,69,27,36
337,327,416,63,25,30
336,327,415,54,32,26
336,324,415,49,32,24
337,326,416,51,33,22
336,324,416,57,32,21
337,325,417,55,35,20
337,325,417,56,31,20
338,326,417,55,30,21
337,325,418,55,34,22
337,326,419,63,33,21
338,325,419,64,32,20
337,327,420,72,32,18
339,327,418,73,30,16
338,328,418,56,30,15
337,327,416,52,29,14
337,328,415,49,27,13
338,328,416,51,31,12
338,327,414,71,31,11
337,325,417,64,31,11
337,325,419,53,29,12
337,324,418,46,27,12
337,326,418,39,28,10
338,327,416,40,27,10
337,326,416,48,27,10
337,325,418,46,25,9
338,326,418,60,25,11
337,326,420,58,28,11
338,326,419,53,29,11
338,325,417,53,27,11
338,326,416,46,25,11
338,327,415,39,22,14
338,327,415,46,24,14
337,326,416,47,27,12
337,327,415,47,26,12
338,327,416,43,27,11
338,326,418,48,29,10
338,325,419,47,27,13
337,326,418,41,28,20
337,326,418,37,28,39
337,326,418,73,26,34
337,327,417,72,25,30
337,327,417,57,26,29
337,327,416,56,25,27
336,327,416,56,26,26
336,327,416,45,26,24
337,325,416,54,27,25
336,325,414,51,25,24
336,324,417,47,26,25
337,323,418,42,26,27
337,325,419,46,28,26
337,326,417,60,26,21
337,328,418,50,25,19
337,327,418,42,29,16
337,326,417,35,27,15
337,327,418,33,26,13
337,327,416,50,23,13
336,326,415,54,26,12
337,325,415,60,24,11
336,325,416,52,26,10
336,326,417,57,30,12
337,327,416,69,30,12
337,326,417,61,33,11
336,327,417,61,30,11
336,325,416,50,30,11
336,325,416,66,29,11
336,326,416,80,27,9
336,326,417,65,26,11
336,326,416,56,24,10
336,327,416,60,27,10
335,325,415,52,32,9
336,327,415,45,29,11
335,326,416,52,32,11
337,327,418,62,31,9
337,325,420,54,30,11
337,325,419,42,29,13
336,327,417,48,30,12
338,327,417,51,36,13
336,326,415,45,36,18
337,327,416,57,30,34
337,326,416,49,29,45
337,325,417,47,27,35
338,326,417,47,29,31
337,327,416,43,29,27
337,326,416,40,29,24
337,327,417,58,28,22
337,326,416,49,34,20
338,326,415,48,33,20
337,325,416,45,37,21
337,324,418,54,31,20
337,324,419,52,31,21
337,325,417,58,30,17
337,327,417,65,26,16
337,326,418,55,26,13
337,327,418,70,26,13
336,325,417,68,26,13
337,325,418,58,30,12
335,325,417,46,32,12
336,325,417,50,28,11
336,325,416,59,31,11
336,325,416,56,28,10
337,326,417,59,28,11
337,326,416,48,27,10
337,327,417,62,28,11
336,326,417,62,26,11
336,325,418,50,30,13
336,326,418,50,29,11
336,326,417,51,28,11
337,327,417,78,30,12
337,327,416,62,30,12
337,326,416,85,31,13
337,327,418,68,32,11
337,327,418,64,34,11
337,327,419,53,29,12
338,326,420,66,30,10
338,326,418,59,31,12
338,327,417,55,29,12
338,329,415,47,30,14
337,328,413,79,29,20
336,328,414,65,33,35
337,327,416,59,32,34
338,328,416,59,32,27
339,328,416,49,36,24
338,326,416,52,41,22
338,326,418,48,34,19
338,328,418,56,35,19
339,329,415,58,33,19
338,330,415,49,35,16
338,329,418,52,32,17
338,328,418,46,31,17
338,329,418,47,27,17
338,330,417,47,26,17
338,330,419,71,24,15
337,328,417,61,28,14
338,327,417,61,30,13
337,327,417,58,31,12
337,326,418,64,28,11
337,326,417,81,29,11
338,328,417,64,31,9
336,328,415,57,31,10
337,327,416,55,30,10
337,328,418,50,26,10
337,326,418,49,28,10
337,326,417,79,25,10
337,326,417,64,26,11
337,327,417,51,24,10
336,327,416,52,24,11
338,326,417,51,25,11
338,327,418,45,28,11
338,328,418,44,30,10
338,328,417,46,29,10
337,328,415,45,29,10
338,328,416,46,30,11
337,328,416,53,28,11
338,326,419,50,32,10
338,327,420,47,29,11
338,325,418,56,28,14
338,327,418,50,30,13
337,326,416,50,28,17
337,327,415,50,26,35
337,327,416,57,26,43
337,326,417,55,26,34
338,326,419,52,26,29
337,326,415,45,24,25
337,327,415,47,22,22
337,327,415,57,23,21
336,327,413,63,22,21
336,329,414,59,22,19
336,325,416,67,23,24
337,325,421,57,22,22
336,324,420,54,22,21
337,326,420,50,20,20
336,326,420,49,20,22
335,325,417,39,22,33
335,327,416,57,22,42
334,326,416,48,23,39
333,323,419,43,26,30
335,323,422,55,27,25
334,325,417,59,31,22
334,327,413,63,34,18
335,330,414,60,34,17
335,330,414,66,31,16
335,330,415,58,35,14
336,330,413,48,33,14
336,329,414,50,36,12
336,327,417,73,32,15
336,326,416,65,33,13
336,327,416,70,30,13
337,326,417,77,31,12
336,326,415,75,34,11
336,328,414,68,29,13
336,327,414,68,28,12
337,327,416,94,29,11
338,326,418,75,29,12
337,324,419,72,28,12
338,327,418,68,27,11
337,328,417,65,30,12
337,327,417,59,29,13
338,328,418,56,30,15
338,328,418,53,37,23
338,328,419,73,43,43
338,326,421,69,39,36
339,326,420,54,36,31
339,326,420,53,33,30
338,327,417,58,30,26
339,326,416,63,30,23
337,324,415,51,28,22
338,325,415,44,34,21
338,325,413,46,32,19
338,325,413,60,33,18
340,326,416,57,33,19
339,327,418,55,36,19
340,327,418,53,33,16
340,328,419,43,32,15
341,330,417,62,36,13
340,329,418,68,35,12
340,329,419,59,33,12
340,328,419,47,32,12
341,329,418,54,38,13
342,329,419,73,37,12
341,327,420,63,32,11
342,326,421,68,34,13
341,326,418,64,31,13
340,326,418,54,31,13
340,327,418,60,41,15
339,326,415,56,42,12
340,327,413,50,35,13
340,329,416,68,35,13
339,328,415,74,38,14
340,328,418,58,37,14
339,326,417,50,33,12
339,328,418,53,31,11
339,327,416,48,35,14
337,328,414,85,35,13
338,329,417,84,32,15
338,327,417,73,33,15
338,325,416,67,30,16
338,327,417,58,29,19
337,327,418,63,28,23
337,326,417,50,27,35
337,326,417,48,27,30
338,327,419,44,36,24
337,327,418,46,30,20
338,325,416,39,28,19
337,328,416,36,31,17
337,328,415,39,34,18
335,325,414,46,35,16
336,324,416,39,34,15
336,326,414,33,32,14
335,327,414,59,39,15
335,326,415,61,38,14
335,326,418,56,39,13
334,327,416,67,38,12
335,328,417,56,36,12
334,327,415,57,34,13
335,328,420,103,31,12
335,327,420,81,31,12
334,327,418,69,32,11
335,328,419,81,33,12
336,328,418,72,32,10
336,327,419,70,31,12
335,326,416,80,36,11
335,326,417,78,32,11
335,327,416,78,31,12
335,326,418,72,30,11
335,325,421,82,34,12
335,325,418,69,32,12
334,326,415,72,30,12
334,325,416,69,34,11
333,323,418,67,33,11
334,326,417,84,30,14
333,328,413,80,31,12
333,328,412,76,33,14
333,329,415,70,39,13
331,327,414,59,38,12
331,327,414,70,37,14
333,328,417,64,47,25
333,324,418,55,43,39
334,322,422,49,40,38
334,325,420,51,39,38
335,325,414,43,35,38
333,325,413,54,39,38
333,322,417,52,40,38
331,322,414,46,42,38
332,326,411,40,39,38
333,329,411,77,42,40
334,328,414,67,40,43
336,328,420,67,43,42
336,329,418,68,51,43
335,329,416,59,46,44
335,329,417,54,50,39
334,330,419,52,50,35
333,329,416,73,54,34
334,330,417,59,48,37
335,329,420,55,55,34
336,326,423,43,64,31
336,327,422,51,58,31
