3\xffX axis acceleration,Y axis acceleration,Z axis acceleration,Bicep signal,Shoulder signal,Pectoral signal
336,333,419,103,30,21
337,334,416,124,28,19
336,335,417,111,34,21
336,334,421,83,30,20
337,334,420,96,30,21
336,333,418,109,29,22
336,332,419,109,26,19
335,330,423,105,24,16
337,331,421,109,25,15
337,335,418,120,28,15
336,331,416,118,26,13
336,330,415,133,28,14
335,330,415,134,29,13
334,331,412,116,30,13
334,333,411,126,34,12
334,333,411,108,33,15
334,333,415,104,30,14
337,332,420,115,31,13
336,333,422,104,32,15
337,333,423,100,33,18
338,333,423,98,31,15
337,334,420,100,34,14
336,334,417,112,32,17
335,334,416,89,29,17
336,334,416,89,30,17
335,333,413,95,31,16
333,329,414,79,27,15
334,330,419,73,25,13
336,331,423,76,26,14
337,333,422,86,26,17
337,334,417,86,28,19
337,332,415,89,29,36
335,331,415,86,26,31
336,334,416,71,26,31
335,335,413,62,29,27
335,335,411,56,28,28
335,336,414,69,30,27
335,335,415,65,26,28
336,334,417,74,28,26
337,334,419,63,26,25
336,333,419,67,26,23
337,332,420,61,27,25
336,333,419,54,24,22
335,332,419,55,22,21
336,331,422,45,21,19
336,330,421,59,25,18
336,329,420,56,28,16
336,328,419,73,28,19
335,326,418,67,29,16
335,327,416,58,26,17
336,331,413,72,27,16
336,332,414,74,27,17
337,331,415,66,27,16
336,329,414,60,24,14
336,330,416,60,28,16
337,333,419,66,30,16
336,333,416,68,30,15
336,334,414,56,30,13
336,335,414,59,26,14
335,332,414,69,23,13
336,331,416,64,23,12
336,328,419,59,22,14
336,326,425,58,23,15
338,325,428,79,24,13
339,325,427,98,33,14
338,326,423,90,28,13
338,328,419,90,30,13
337,333,416,74,29,15
337,336,412,79,27,15
336,334,415,67,29,18
338,335,414,89,32,36
338,335,416,80,32,45
340,333,421,89,28,44
340,333,422,77,27,37
339,332,420,84,27,31
340,333,421,92,27,30
338,334,420,81,28,27
337,336,416,68,28,26
336,339,413,75,29,24
335,336,413,89,32,32
335,334,416,102,32,30
335,330,417,104,28,31
335,329,417,107,26,27
335,328,417,109,25,27
334,329,415,102,24,23
332,329,413,85,25,21
334,328,414,75,25,18
333,329,416,77,24,17
334,329,418,78,25,17
335,328,417,68,31,17
336,329,421,80,30,16
337,331,421,97,36,18
337,333,421,92,32,19
337,333,421,96,33,19
337,334,421,85,33,18
336,333,418,79,30,17
336,334,414,83,29,16
334,332,412,73,26,15
333,332,413,69,24,13
333,331,412,69,26,14
334,329,415,65,25,13
335,329,417,82,26,13
335,329,420,85,29,17
337,329,420,70,26,18
336,331,419,67,28,17
336,331,417,74,25,15
336,334,415,70,26,15
335,335,413,72,27,18
334,335,412,74,25,16
334,334,415,73,25,16
335,333,418,79,25,19
336,332,419,79,27,47
336,332,420,74,24,45
336,332,420,71,26,37
336,332,418,78,27,30
336,331,418,71,25,24
335,332,417,74,25,26
335,333,417,78,23,23
336,333,414,82,23,22
337,330,416,92,27,26
337,329,419,94,26,21
338,330,420,77,25,24
339,334,414,73,27,21
338,334,410,62,26,18
337,333,412,52,24,16
336,332,417,67,28,18
337,332,417,60,27,15
337,331,416,64,29,15
337,330,419,83,29,13
339,330,422,89,30,15
339,331,420,90,27,13
338,334,416,86,26,14
340,336,416,129,28,13
340,334,415,102,27,13
339,334,416,92,25,13
339,333,418,81,24,14
340,334,419,88,24,16
339,332,419,80,22,14
339,332,420,80,23,14
338,332,421,81,23,14
340,333,424,76,23,14
339,334,423,83,20,11
340,335,422,92,25,11
340,334,420,97,26,13
338,332,418,92,25,13
338,333,417,81,23,12
339,331,416,82,22,18
338,327,415,89,23,19
339,333,415,89,25,20
337,331,412,86,27,21
336,330,411,101,26,47
336,329,415,101,25,46
337,332,417,86,26,34
339,333,417,91,23,28
339,335,419,78,21,22
341,338,419,69,24,18
340,333,418,63,25,17
340,333,419,88,26,15
340,332,417,86,25,15
339,331,415,90,23,13
340,332,417,81,21,12
341,333,417,130,23,12
340,332,416,100,24,10
340,332,418,84,24,14
340,333,417,70,24,15
341,334,417,84,22,18
341,335,418,83,23,17
340,334,419,72,27,19
341,334,417,64,24,19
340,334,416,74,28,20
341,334,419,70,32,22
341,333,420,75,34,25
341,333,419,67,34,24
341,334,418,64,30,27
340,335,417,79,30,30
340,334,417,91,28,28
339,335,417,85,26,28
339,332,417,87,27,32
338,331,416,83,27,32
339,332,418,73,28,30
339,335,418,65,26,29
339,336,417,68,29,25
339,337,420,72,29,21
338,336,419,70,27,23
338,334,419,66,30,23
339,334,419,94,31,24
338,332,418,91,32,27
339,333,418,89,31,28
339,333,417,93,36,29
339,332,415,114,35,25
338,332,416,100,36,55
339,332,420,114,34,54
337,332,418,90,35,43
339,334,417,80,34,33
340,335,417,77,32,28
338,336,418,70,34,23
339,336,418,74,30,21
339,335,417,80,34,17
338,334,417,61,34,16
339,332,419,55,34,15
339,332,419,62,33,12
340,334,419,62,35,12
340,334,419,72,38,12
340,332,420,91,37,15
340,332,421,74,38,19
341,333,420,63,36,18
340,335,418,92,40,19
341,335,416,89,38,19
340,336,417,77,39,17
340,334,416,80,39,19
340,336,415,83,43,19
340,337,416,76,44,19
339,337,416,71,42,20
339,336,413,98,41,21
337,335,413,76,41,24
337,335,410,67,41,25
337,333,413,97,45,24
337,332,416,76,45,25
337,331,416,59,46,24
338,331,416,48,47,22
337,332,418,51,48,20
337,331,421,49,48,17
337,331,422,44,48,19
339,333,423,49,56,19
340,333,421,62,53,20
341,332,422,65,48,20
341,333,420,63,47,22
339,335,415,70,49,20
339,335,412,70,47,21
337,334,412,60,51,43
337,335,411,61,53,43
338,335,413,70,49,35
339,335,415,79,50,27
340,333,417,63,47,22
341,335,419,67,47,19
341,336,420,79,42,17
340,337,416,79,44,15
340,336,415,65,43,14
341,336,417,84,43,12
341,333,421,70,38,12
342,336,420,92,39,11
342,335,419,103,33,11
341,331,421,82,32,13
343,333,425,78,42,12
343,337,420,96,39,14
342,337,417,109,36,12
343,337,417,101,32,12
340,336,414,101,36,12
341,334,416,99,34,14
340,334,416,90,34,17
341,335,417,83,30,17
340,333,418,68,29,15
339,332,416,89,26,17
339,332,414,88,31,17
339,332,416,78,28,15
338,332,417,64,29,14
339,332,418,56,31,14
339,332,417,60,29,15
340,331,420,74,32,14
339,332,422,70,35,14
340,332,422,56,31,14
341,333,421,48,29,13
342,335,422,58,30,14
341,334,421,47,29,14
342,335,417,54,29,14
340,336,414,49,29,17
340,336,416,70,32,27
340,335,414,67,40,47
339,335,416,61,45,43
340,335,417,83,44,35
338,333,416,86,43,32
338,333,417,83,40,29
338,334,419,84,35,24
337,333,418,100,45,30
337,333,415,80,46,26
335,330,416,84,46,25
335,332,419,76,44,24
334,330,417,79,43,23
334,329,411,73,47,23
334,331,412,70,44,21
333,328,416,65,44,16
335,326,420,58,40,16
337,327,425,49,39,16
338,329,425,45,37,15
339,329,424,44,37,15
339,331,424,49,35,14
340,334,421,64,34,14
339,335,416,63,36,13
339,335,415,56,36,15
337,335,413,75,33,14
337,336,412,78,33,15
336,335,411,64,34,14
336,333,412,54,32,13
336,332,413,59,31,14
336,332,415,56,31,12
336,332,413,58,33,12
337,332,414,51,32,14
335,332,415,48,29,14
336,332,418,49,28,14
336,328,422,41,31,12
337,332,424,38,30,12
339,334,422,39,28,13
339,333,421,45,26,14
338,331,424,40,25,16
339,332,422,34,28,26
339,335,418,34,28,44
338,335,417,40,28,36
338,333,415,50,27,30
338,339,417,52,28,31
335,336,410,47,27,26
336,334,412,47,30,26
335,335,414,56,30,25
336,333,414,53,30,26
336,331,418,52,32,27
337,329,422,52,40,29
337,329,426,72,37,29
337,331,421,76,32,27
336,331,418,60,38,24
335,332,419,57,35,21
335,329,418,57,33,18
336,328,416,45,31,17
335,330,415,42,29,16
336,332,414,56,32,15
336,330,416,73,30,14
337,328,418,64,27,14
337,328,418,57,28,15
338,331,417,57,29,14
338,334,416,47,28,12
337,333,415,67,30,15
338,335,419,66,29,14
339,336,422,64,34,15
339,338,423,60,33,15
339,337,422,62,32,14
339,338,418,64,33,14
337,338,414,60,32,14
336,338,412,68,31,15
335,336,412,56,29,14
335,333,415,56,29,13
336,332,418,78,32,13
337,333,421,68,32,13
338,331,418,78,32,17
338,332,419,86,30,23
338,333,419,81,34,44
338,331,418,68,35,37
338,332,418,72,34,32
336,332,415,75,33,28
337,331,417,62,31,24
337,336,415,67,33,21
337,335,417,61,32,21
336,335,416,63,33,18
336,334,417,58,32,18
338,332,419,48,31,16
337,333,419,46,30,19
337,336,418,72,30,18
337,335,415,86,28,17
335,333,413,81,26,18
334,331,413,73,30,15
334,329,414,63,29,15
335,330,416,64,30,16
335,330,417,61,27,15
335,329,417,49,28,15
335,332,419,71,29,18
335,332,418,61,27,16
335,332,418,50,28,17
336,334,419,53,33,18
336,333,420,51,36,19
336,333,421,44,33,16
337,336,421,40,34,17
337,336,419,39,31,18
337,336,417,38,29,18
338,336,418,42,32,19
336,334,417,63,32,19
336,333,416,58,30,17
337,333,417,66,41,16
335,333,417,73,37,16
336,332,419,73,35,19
336,332,422,62,35,24
336,333,420,60,40,25
337,332,417,63,44,43
335,333,415,62,41,53
334,334,414,61,35,44
333,332,414,66,35,36
332,331,412,64,32,28
332,330,414,67,30,24
332,331,415,57,26,23
332,328,416,55,26,21
333,329,416,57,25,25
334,328,415,52,25,21
333,327,416,56,27,20
334,326,419,52,29,23
334,329,423,44,27,22
334,330,419,48,30,21
334,330,420,60,29,20
334,333,421,60,30,19
334,333,419,105,30,17
335,334,419,90,27,14
335,336,419,74,30,17
335,334,417,81,28,16
336,333,417,78,29,20
334,332,417,62,29,21
334,330,416,62,28,18
334,331,415,64,27,18
334,332,416,58,28,18
335,333,417,69,28,20
335,331,417,80,31,17
335,332,418,63,28,18
335,334,417,56,27,18
334,334,416,76,26,17
335,334,415,66,26,15
333,332,414,61,26,15
333,331,414,67,26,15
332,331,414,65,26,17
332,331,414,59,26,19
333,330,415,73,28,18
333,328,418,67,27,24
334,330,420,76,27,50
334,332,419,85,31,41
334,331,416,82,27,33
334,330,418,74,27,27
335,330,421,61,28,24
335,332,419,72,28,20
336,334,418,60,28,18
336,332,418,60,29,21
335,333,421,54,30,19
335,332,418,57,29,21
336,334,419,58,33,21
336,335,420,62,29,22
335,334,420,56,29,17
336,332,421,62,28,16
335,332,420,51,28,17
335,333,417,49,30,17
335,333,414,61,30,17
334,334,415,57,28,18
335,332,415,59,28,16
334,333,413,52,29,16
334,335,414,59,27,15
334,334,415,73,24,13
334,334,417,64,23,14
335,336,416,69,27,16
333,334,415,67,30,15
333,332,416,70,34,14
333,330,417,74,33,14
332,329,417,65,31,14
333,327,417,57,29,17
333,327,417,64,30,17
333,325,419,55,28,15
334,325,419,49,26,16
332,328,416,56,25,18
334,329,416,53,25,17
334,330,416,70,25,16
334,332,416,66,27,26
335,332,418,72,33,43
336,333,419,87,35,44
336,332,419,90,31,36
336,333,419,72,30,30
334,331,417,71,30,28
336,338,420,72,27,27
335,334,417,80,28,24
335,332,416,74,25,22
335,333,417,64,25,21
336,331,417,60,27,23
336,332,418,58,26,21
336,332,419,65,25,22
337,333,416,65,27,20
336,333,415,67,27,18
336,332,414,56,26,17
335,332,414,58,25,17
335,333,414,88,27,16
335,333,414,95,32,14
335,332,413,99,29,13
335,332,413,87,30,13
335,332,416,84,30,11
336,330,419,77,30,11
337,330,420,76,29,11
337,332,422,61,27,10
339,334,424,88,26,10
339,335,422,94,25,10
339,336,419,77,26,10
339,336,417,85,29,11
339,336,417,77,28,12
340,336,416,84,28,11
340,336,416,72,26,11
341,335,417,62,23,13
340,335,418,75,25,14
339,334,418,74,24,15
340,335,417,84,25,16
341,335,417,79,24,16
340,333,418,73,30,32
341,334,417,101,27,54
341,333,417,83,28,41
341,335,417,78,27,33
341,335,416,117,27,27
341,336,417,101,30,23
340,335,418,85,30,22
340,335,417,93,34,19
340,337,418,87,33,16
341,334,419,94,29,16
341,334,420,97,28,16
341,333,421,135,27,15
341,333,420,111,29,13
341,335,419,100,29,13
341,334,419,81,28,13
341,334,419,79,26,13
341,333,419,66,25,14
340,332,417,66,26,14
340,332,416,78,25,12
339,332,415,64,24,13
338,332,413,64,26,15
339,333,416,69,24,15
340,333,416,73,24,16
340,333,416,75,28,16
339,333,418,63,27,19
339,330,419,72,27,17
340,334,419,77,27,20
339,332,417,68,26,21
340,332,419,56,26,18
339,333,419,64,31,17
340,333,418,75,32,17
340,332,419,64,31,17
340,333,419,60,30,19
340,333,418,83,31,21
341,333,417,78,31,22
339,332,417,76,29,28
340,332,419,69,31,24
340,333,419,56,33,45
342,335,419,72,31,58
341,335,418,77,30,44
342,335,417,60,27,35
340,335,417,86,27,28
341,335,417,103,29,24
342,334,419,95,26,20
341,334,418,92,28,18
342,333,417,105,27,16
341,332,415,96,28,14
340,331,417,91,34,15
340,330,418,94,30,13
340,331,418,78,32,13
341,334,418,76,29,14
340,334,417,64,34,15
341,336,417,66,34,15
341,336,417,77,34,18
340,334,419,72,38,17
341,333,417,62,38,18
340,333,416,95,33,19
341,332,416,90,36,21
339,331,418,79,34,23
340,334,419,68,36,22
341,333,419,103,36,23
340,334,417,83,35,21
340,333,417,74,36,21
341,331,417,78,36,22
340,332,419,82,37,23
340,331,420,77,34,22
340,331,420,65,39,20
341,333,419,75,40,18
340,335,417,81,38,16
340,335,416,91,38,16
340,334,415,72,40,15
340,334,415,66,41,17
340,332,415,57,37,19
339,330,415,52,39,19
340,331,418,54,38,20
340,333,419,50,40,25
341,333,419,56,43,44
340,333,420,86,41,41
340,334,419,70,42,31
340,334,418,87,41,26
340,334,417,90,45,21
339,333,416,85,40,17
339,333,415,66,37,18
339,334,416,68,34,14
340,333,417,75,37,14
340,332,419,68,37,14
340,333,421,67,40,12
342,338,424,94,39,11
343,332,418,77,41,12
340,334,417,67,43,11
339,332,417,64,40,12
340,331,415,71,40,13
340,333,416,72,39,12
340,333,417,70,37,12
342,332,416,91,38,15
341,333,417,80,38,14
341,333,418,79,41,15
340,334,417,65,40,16
340,335,416,51,41,18
341,335,415,77,38,20
341,334,416,69,39,21
340,333,416,54,39,22
339,334,418,52,39,19
339,333,418,48,40,18
337,333,419,65,41,17
338,331,418,81,38,15
339,327,420,74,40,16
338,328,419,70,41,16
338,329,418,62,40,18
339,329,418,76,40,19
338,330,417,68,38,19
339,332,418,55,43,23
341,332,419,55,40,42
340,333,418,51,38,35
339,333,417,51,40,28
341,332,419,69,41,23
341,333,419,62,39,20
341,334,419,82,38,19
340,334,417,66,36,18
339,332,415,63,39,16
339,332,414,87,41,15
339,331,416,73,42,16
340,332,419,65,40,15
340,331,417,58,44,13
339,332,417,67,44,13
339,333,418,74,42,12
338,332,417,72,39,13
339,333,417,75,46,11
340,333,418,61,44,12
339,333,417,62,43,12
338,331,416,63,40,11
339,333,416,68,42,12
339,333,417,58,42,14
337,331,416,58,39,13
339,333,420,62,39,13
339,332,419,69,40,12
339,332,419,74,39,13
339,332,420,69,39,14
338,333,419,77,42,13
336,331,416,78,41,13
336,330,417,64,44,11
338,330,417,70,45,12
336,329,415,68,45,14
339,331,419,72,44,14
339,329,420,60,44,16
338,333,418,56,44,18
340,334,419,51,46,17
338,333,416,64,45,17
338,333,416,61,49,33
338,333,417,50,45,47
339,335,417,70,42,36
338,333,418,67,46,31
340,333,417,55,44,27
338,332,416,68,45,22
339,334,417,77,44,20
340,335,418,84,43,19
338,333,414,73,43,18
338,333,415,73,46,18
337,332,416,74,44,16
338,331,418,73,43,16
338,333,417,92,46,16
338,333,420,82,43,14
340,331,421,72,45,12
338,332,418,60,42,12
339,332,419,53,42,12
337,331,419,67,44,11
336,329,417,75,42,10
337,329,416,63,40,11
337,329,415,72,40,12
336,328,416,83,39,11
335,328,418,70,40,12
336,328,418,59,37,10
335,329,416,57,39,11
335,330,416,58,42,12
335,330,417,60,39,11
334,329,416,53,39,11
335,329,417,68,41,11
335,329,416,71,39,11
336,327,417,57,40,14
336,329,416,61,41,15
336,329,417,59,41,14
336,328,417,65,39,14
336,330,419,83,40,14
336,331,419,81,43,12
336,329,418,97,39,13
335,330,416,93,37,14
336,329,416,83,37,16
335,329,417,71,36,44
336,329,417,67,38,43
336,329,417,81,38,35
335,328,416,77,36,27
336,330,417,65,37,23
336,329,417,62,39,20
336,328,415,67,37,17
336,331,416,60,37,15
337,329,415,65,39,14
336,330,416,60,38,13
337,327,417,49,36,13
337,329,421,63,35,11
337,328,418,83,38,12
337,329,417,70,35,10
338,331,419,74,37,11
336,329,417,79,34,11
336,330,417,89,34,11
336,328,416,79,31,13
336,330,417,64,34,13
337,330,418,63,35,14
336,328,416,63,33,13
336,328,418,59,33,13
336,329,417,70,30,14
336,331,417,62,29,13
335,329,417,60,31,14
336,329,418,52,29,15
335,328,416,64,29,17
336,328,416,55,30,16
334,328,415,64,29,14
335,327,416,62,32,14
335,326,416,70,28,13
335,327,417,77,30,13
335,326,416,73,30,13
335,329,417,82,26,15
335,328,416,68,26,14
335,329,417,68,25,14
335,329,417,77,27,15
335,326,418,63,28,22
335,328,418,63,31,42
335,328,417,56,31,34
335,327,416,52,28,27
334,329,417,46,27,24
335,328,417,68,31,22
335,329,417,58,28,19
335,327,416,58,26,21
335,328,416,52,26,22
335,327,415,80,27,23
335,326,417,72,25,20
335,325,418,69,25,21
334,329,419,89,25,20
334,329,417,76,26,17
336,331,419,60,25,15
334,330,416,76,26,13
335,330,417,97,22,14
334,328,417,82,24,12
334,327,415,89,25,12
335,329,415,86,25,12
334,328,416,79,24,14
334,328,416,68,23,15
336,332,420,64,24,16
335,330,418,86,24,15
335,330,417,82,26,14
335,328,417,69,26,13
335,329,418,65,31,14
334,327,417,72,30,13
335,329,417,81,31,14
336,328,416,77,30,13
335,330,416,63,27,15
335,329,417,59,25,14
336,329,418,67,26,14
336,329,416,57,27,14
335,329,416,50,28,12
336,328,416,45,26,13
336,329,417,53,24,15
336,326,416,90,28,17
335,327,418,72,29,19
336,327,417,73,26,18
336,327,418,79,30,24
337,328,418,74,31,53
336,328,419,84,29,46
336,328,418,78,27,35
336,329,416,66,26,28
336,329,416,62,27,24
336,327,416,57,25,20
335,327,416,50,24,19
336,328,415,50,26,18
335,326,414,55,27,17
335,327,416,45,24,18
337,329,419,48,24,19
336,328,417,56,23,17
336,330,417,69,24,15
337,329,417,64,25,14
336,328,418,51,25,16
337,328,418,46,25,15
334,329,415,60,30,14
336,327,418,82,28,15
336,325,419,69,26,16
336,327,419,69,25,15
336,328,417,59,26,13
336,329,418,71,27,14
336,329,419,75,25,14
336,329,418,60,25,14
337,331,419,55,26,15
336,329,417,62,25,16
335,328,417,54,23,16
335,329,415,55,26,15
335,328,416,56,30,15
334,327,417,45,27,16
334,327,416,64,31,17
336,328,416,63,34,16
334,327,417,55,33,13
334,327,417,51,34,13
336,329,417,61,32,15
335,330,414,60,32,13
335,329,415,63,34,13
334,327,415,50,33,13
334,327,416,45,33,15
335,329,415,58,35,17
334,328,416,62,35,17
335,328,417,55,33,23
336,329,418,50,33,47
336,328,417,57,31,41
336,329,418,60,31,33
335,328,417,64,34,28
336,329,418,56,34,24
336,330,418,52,33,22
336,329,417,61,30,20
336,330,415,70,33,17
336,329,418,61,30,18
336,327,417,62,32,17
336,327,418,47,30,17
336,328,418,42,27,17
336,329,416,90,27,15
336,330,419,68,31,12
335,328,417,64,27,12
336,329,417,103,24,11
335,329,416,82,27,11
336,328,417,67,28,10
334,328,416,64,31,12
335,329,416,52,30,11
335,327,417,57,31,12
336,328,418,65,31,12
335,328,417,63,29,13
335,327,417,50,29,15
335,328,417,45,32,16
335,329,417,40,30,16
335,328,415,47,30,18
335,328,416,50,27,15
336,327,417,43,29,17
336,328,416,64,30,16
336,327,415,62,27,16
335,329,416,66,24,15
336,328,418,63,23,13
336,329,417,56,24,13
335,329,416,61,23,12
335,329,417,72,24,13
335,326,416,57,27,13
335,328,418,56,26,14
334,327,415,49,25,16
335,328,417,51,25,16
336,326,417,60,30,21
335,327,417,54,29,43
336,327,417,51,25,37
335,328,419,57,30,30
335,327,416,52,26,24
335,329,416,50,25,20
335,329,417,53,25,17
335,328,415,75,28,15
336,329,417,69,28,14
335,328,416,62,27,14
335,326,416,52,25,16
335,326,420,43,26,15
335,327,419,53,26,15
336,328,418,51,23,12
335,328,417,52,23,12
335,327,415,49,23,12
335,328,415,51,24,10
334,326,416,54,25,11
334,326,417,52,23,11
335,327,417,58,22,11
335,327,416,57,25,11
334,327,417,53,26,12
334,325,418,74,25,13
335,326,418,71,23,13
335,328,417,67,26,12
336,328,418,59,28,13
335,329,417,48,29,15
335,328,416,53,27,13
335,327,416,60,27,14
335,326,416,50,24,15
335,327,417,46,24,14
335,327,415,51,23,15
336,326,418,55,23,13
335,327,417,48,22,14
335,327,417,44,23,15
335,327,417,69,24,14
335,328,417,69,24,12
335,328,416,61,23,12
335,326,418,58,23,13
334,327,417,58,24,15
334,327,416,60,24,14
335,326,416,60,24,18
335,326,416,51,24,45
335,327,417,52,26,45
335,326,418,61,27,35
335,326,417,49,25,29
335,327,417,44,23,24
335,328,417,52,23,20
335,327,415,47,23,19
335,327,415,48,24,17
335,327,415,69,24,17
334,326,416,63,24,18
336,326,419,54,22,19
335,327,416,80,22,18
336,328,419,80,23,17
336,327,417,63,23,15
335,326,416,62,23,12
335,329,417,65,22,12
334,327,416,66,23,14
335,326,418,60,24,13
335,326,419,58,27,13
335,327,416,52,27,14
335,326,416,45,31,18
335,326,417,81,29,17
335,325,418,75,31,17
334,326,417,62,31,16
335,330,419,61,30,18
335,329,417,62,34,15
335,328,418,57,34,16
334,325,418,46,33,16
336,326,423,55,35,15
335,326,416,52,35,14
334,326,416,46,35,15
336,323,416,40,37,13
334,327,416,35,33,12
335,326,416,47,31,13
334,328,415,57,33,13
335,327,417,67,31,15
335,329,416,74,34,14
335,326,417,67,32,17
335,326,417,63,31,17
335,326,416,51,28,17
335,327,415,44,30,18
335,326,416,49,31,40
336,325,417,70,31,42
335,325,416,57,28,33
335,326,417,45,27,26
336,329,417,79,27,22
334,327,414,88,28,19
334,327,416,75,29,18
335,328,416,63,26,15
334,327,415,52,26,15
334,326,419,74,25,14
334,326,419,70,28,14
335,329,420,62,27,13
334,329,417,55,27,11
334,329,418,54,27,11
335,329,419,53,27,10
334,328,417,53,27,10
336,329,418,56,26,10
334,328,415,50,24,10
334,329,416,59,26,11
334,329,416,57,28,11
335,326,415,60,28,9
335,329,416,54,27,10
335,328,417,52,27,10
335,329,417,53,28,13
335,329,417,50,27,13
334,328,417,65,28,15
335,329,417,61,28,13
333,328,416,58,25,14
335,329,417,48,25,14
334,328,417,47,25,13
334,329,417,51,26,13
333,328,417,63,25,13
334,327,417,57,24,13
333,328,418,55,28,13
332,328,418,61,35,15
333,327,417,57,33,16
333,327,417,50,28,19
333,327,419,53,26,18
333,328,416,64,26,38
334,326,417,61,28,43
333,328,417,66,28,33
333,328,416,56,28,26
334,328,414,59,29,22
333,326,414,93,28,18
333,327,414,81,30,18
333,326,414,65,30,16
335,328,413,81,30,16
334,328,413,83,28,14
334,327,414,81,29,15
335,326,415,69,28,16
335,325,415,85,29,15
334,326,416,83,30,12
334,324,418,72,29,13
335,326,419,74,26,13
336,326,420,96,32,12
335,327,420,90,32,12
335,327,419,85,30,12
335,326,419,83,32,12
335,327,420,76,32,13
335,324,419,75,31,13
336,323,419,65,27,12
335,325,419,65,28,14
335,326,417,64,33,15
335,325,417,62,29,14
336,326,417,53,32,17
335,325,418,57,32,15
334,326,416,72,31,16
335,327,416,68,30,15
335,324,416,56,28,16
335,326,417,65,27,14
335,324,416,61,29,12
334,325,415,58,27,14
335,325,417,54,27,12
335,326,417,53,27,16
335,327,416,52,27,17
335,327,416,68,25,18
334,326,417,65,30,19
335,325,419,59,32,40
335,325,418,53,32,44
335,327,418,60,29,35
335,327,418,76,30,28
335,325,417,72,30,23
335,326,417,60,27,20
335,327,417,64,31,16
335,327,416,74,29,15
335,327,413,60,31,15
334,328,416,59,27,15
335,327,416,46,30,15
335,326,416,36,28,15
335,329,415,41,27,13
335,329,413,42,27,15
335,325,414,52,28,14
334,325,417,74,26,14
334,324,417,67,29,15
334,323,418,59,28,16
334,325,419,61,28,14
334,326,416,54,25,16
334,328,415,53,28,15
333,328,416,51,25,16
335,327,419,58,32,17
335,326,418,66,36,16
334,325,419,56,35,17
334,328,418,47,38,16
334,327,416,44,37,16
334,327,417,44,32,16
335,327,418,52,30,18
335,327,417,51,32,15
336,327,418,60,28,15
335,327,416,51,31,15
335,328,415,60,30,16
335,328,416,59,30,14
335,327,416,60,34,17
335,328,416,60,40,17
335,327,415,65,34,18
336,327,415,71,35,17
336,328,415,86,33,35
335,326,415,91,33,46
335,327,416,92,29,34
337,327,420,87,31,28
334,326,416,80,30,23
336,327,418,68,29,19
336,329,418,70,30,17
336,330,418,61,31,15
336,328,416,52,29,14
335,325,417,46,25,14
336,326,418,56,27,14
336,326,418,64,26,15
336,327,417,52,28,13
336,329,417,44,27,13
336,327,418,52,25,13
336,325,419,53,26,12
336,325,416,75,26,11
335,326,416,63,27,10
336,327,415,69,26,11
337,329,415,59,25,12
335,328,415,63,25,10
336,326,417,60,27,10
336,326,419,71,28,12
336,325,417,61,29,11
336,327,419,58,26,10
336,328,419,79,30,10
336,328,416,64,28,11
335,327,417,63,28,12
336,326,419,65,28,13
335,326,418,57,27,12
335,327,417,57,27,11
336,327,417,72,28,11
335,326,417,59,30,12
337,328,419,85,29,13
335,327,414,99,26,11
335,327,416,98,31,16
336,327,418,87,28,38
335,325,417,72,31,36
336,327,417,69,31,28
335,327,416,65,29,24
336,327,417,63,28,19
335,327,416,62,26,19
336,326,418,90,28,18
336,329,417,88,31,16
335,327,416,88,33,15
335,326,416,73,29,14
335,326,418,69,26,14
335,327,417,89,27,13
336,326,419,78,26,14
335,326,416,62,25,12
335,327,417,56,23,11
335,327,415,58,24,13
336,327,416,64,25,11
334,326,417,58,24,11
336,325,417,54,23,11
336,327,416,52,24,12
335,327,416,46,23,14
336,327,417,42,20,13
336,326,417,59,21,16
336,326,417,73,24,16
337,326,418,60,24,14
336,327,418,51,22,17
336,327,416,65,26,18
336,327,416,63,24,16
335,326,417,55,24,19
336,326,419,53,27,16
335,326,416,43,26,15
336,327,417,44,28,16
336,327,416,42,27,15
334,326,416,42,28,17
336,326,418,42,24,20
336,326,417,37,23,22
336,326,415,58,28,21
335,327,416,71,28,24
335,326,416,56,26,50
335,326,416,77,29,47
335,326,417,72,30,37
335,326,417,63,27,28
335,325,418,73,28,24
336,325,419,64,30,21
335,327,417,70,31,19
337,327,417,68,30,15
335,326,416,80,28,15
336,325,417,67,28,15
336,325,419,85,28,13
336,326,419,77,26,13
336,325,418,72,26,12
336,328,418,73,26,14
335,327,417,69,24,12
335,327,417,63,24,15
336,327,418,56,22,13
334,326,416,69,27,14
334,325,416,63,29,13
335,326,415,66,30,14
333,325,415,85,28,13
334,324,415,66,26,11
335,324,416,84,26,14
334,325,416,98,29,14
335,326,417,99,30,14
335,327,417,83,34,14
334,327,417,81,35,14
334,327,414,68,32,13
334,329,416,88,32,15
334,326,417,84,33,14
335,325,418,92,28,15
334,325,418,94,27,13
334,326,417,93,28,14
335,326,415,79,27,14
335,326,417,70,25,15
335,327,418,72,22,15
334,325,417,76,23,17
334,325,417,81,26,20
335,324,418,65,25,45
334,324,418,55,24,40
334,325,417,50,24,32
335,325,417,46,23,26
335,325,418,51,24,23
335,324,419,58,27,20
335,326,417,58,26,18
335,326,415,62,28,19
335,325,415,55,26,17
335,323,417,50,28,15
334,323,418,67,25,14
335,324,417,67,24,14
336,325,419,57,25,13
336,327,418,51,24,13
335,325,418,42,25,13
334,326,416,50,26,11
334,327,414,54,28,13
334,325,416,54,26,11
