\xf1X axis acceleration,Y axis acceleration,Bicep signal,Shoulder signal,Tricep signal,Forearm signal
539,483,5,107,32,13
539,481,5,109,28,13
540,482,6,105,36,13
539,481,5,113,33,13
538,482,5,117,35,13
539,482,5,116,37,13
539,483,5,120,42,13
538,481,5,117,37,13
539,482,5,113,38,13
538,482,5,111,41,12
540,482,5,112,40,12
538,481,5,112,43,13
539,482,5,111,39,13
538,481,6,109,38,13
538,481,5,107,33,13
538,482,6,105,29,13
539,482,6,101,26,12
538,482,5,97,31,14
539,481,5,98,30,12
539,482,5,99,29,13
538,481,5,98,28,12
540,481,6,101,34,13
539,481,5,94,32,15
539,481,5,94,28,14
539,481,5,94,27,14
539,481,6,98,29,13
539,480,6,95,26,13
539,482,6,92,25,13
539,481,5,93,24,13
539,481,6,91,21,12
538,481,6,97,24,13
538,481,5,94,22,13
540,481,6,95,18,13
538,481,6,92,19,13
539,481,6,96,27,13
539,480,6,94,25,13
539,481,5,89,29,13
539,481,6,94,34,13
539,481,6,87,37,13
539,481,4,87,40,12
539,481,5,86,43,13
538,481,5,81,49,12
539,481,5,83,49,13
540,481,5,85,52,13
538,482,5,86,48,13
540,481,5,84,53,14
539,481,5,86,51,14
540,481,5,85,50,13
538,482,6,84,57,13
539,482,5,83,53,13
540,482,6,84,49,13
539,481,5,80,50,14
539,481,6,80,50,14
539,481,5,78,54,14
539,482,5,76,51,14
539,482,5,74,45,14
540,481,5,74,40,15
539,481,5,72,39,17
538,481,5,68,38,17
540,481,5,66,36,16
539,481,6,66,33,16
539,481,6,64,35,15
539,481,5,64,32,15
539,481,6,61,34,16
539,481,5,73,33,16
539,481,5,69,40,16
540,482,5,70,35,15
539,481,5,73,31,15
539,481,5,75,29,14
541,481,5,68,27,15
540,481,5,75,35,14
539,481,5,76,30,13
539,481,5,70,26,14
538,483,5,74,27,14
538,482,5,72,28,13
540,482,5,68,26,13
539,481,5,70,24,13
539,481,5,72,21,13
539,481,6,74,18,12
539,481,6,76,27,13
539,482,6,90,29,12
539,480,6,84,26,12
539,481,5,82,25,13
539,481,6,81,29,13
539,482,6,86,24,12
540,481,6,91,21,13
539,482,6,88,20,12
539,481,6,83,24,13
539,481,6,82,21,13
539,481,6,76,21,13
539,481,5,71,21,13
539,482,5,70,32,13
539,481,6,62,27,12
539,481,6,64,24,13
539,481,6,57,25,13
539,481,5,50,31,13
540,481,6,44,32,14
539,481,5,47,32,14
540,481,5,49,29,14
539,481,6,46,33,14
539,481,5,48,33,14
540,481,5,53,26,13
539,482,5,59,25,13
540,482,5,52,23,13
539,481,5,53,28,13
539,481,5,53,23,13
539,481,5,61,22,13
539,481,6,59,20,13
539,482,5,58,24,13
539,482,6,57,25,12
539,482,5,57,23,12
537,481,5,55,23,13
539,481,5,54,29,13
539,481,5,55,27,13
539,481,6,55,28,13
540,481,5,50,32,13
539,481,5,53,31,14
539,481,5,56,31,13
539,481,5,48,32,13
539,481,5,47,34,12
539,481,5,42,29,13
539,481,5,41,25,12
539,481,6,40,31,14
540,482,6,42,26,14
539,480,5,46,23,14
539,481,6,46,20,13
539,482,5,41,21,14
539,481,6,36,26,14
539,480,5,34,27,13
539,481,5,35,24,13
539,480,5,39,22,13
539,481,6,39,26,14
539,481,5,43,24,14
540,482,6,54,23,14
539,481,5,54,23,14
540,482,4,55,33,14
539,482,5,54,33,14
539,483,5,51,33,13
539,482,5,50,31,14
540,482,6,44,35,13
539,482,5,46,40,14
540,481,6,45,35,14
539,482,5,42,35,13
539,482,5,44,31,14
538,481,5,41,36,15
539,481,5,39,31,17
539,481,5,39,28,17
540,482,6,44,28,16
538,482,5,45,36,14
540,481,4,40,33,14
539,482,5,42,29,14
539,482,5,45,28,13
538,481,5,40,32,13
539,482,5,40,35,13
539,482,5,41,35,12
538,481,5,45,35,13
538,483,5,39,36,13
539,482,5,38,35,13
540,482,5,42,33,13
539,481,5,42,31,13
538,482,5,39,33,15
540,482,5,44,29,15
540,482,5,46,27,16
539,482,6,43,33,17
539,482,5,41,28,17
540,482,5,38,26,16
539,482,5,37,28,15
540,482,4,38,36,15
540,481,6,40,35,14
539,483,5,47,34,15
539,482,6,47,42,15
539,481,6,45,38,15
539,482,6,43,35,15
539,482,6,39,38,14
540,482,6,41,47,14
540,482,5,44,45,15
539,481,5,48,43,15
539,481,5,43,43,15
539,482,5,38,50,16
539,482,6,37,44,16
539,482,6,40,45,17
540,481,5,44,44,17
539,481,5,40,46,17
539,482,5,36,45,16
540,482,7,44,42,15
539,483,6,39,42,14
539,482,7,43,37,14
539,482,7,43,37,13
539,482,7,55,33,13
539,482,6,51,33,13
539,482,7,44,34,13
539,482,6,44,33,13
540,482,6,41,34,13
537,482,7,49,37,13
539,482,7,43,40,13
539,481,7,44,36,13
540,481,6,47,34,13
539,482,6,46,31,12
539,482,5,45,32,13
538,482,5,42,33,13
540,482,5,41,30,14
539,482,5,41,25,14
539,481,6,40,28,14
539,482,5,39,28,13
539,482,5,37,24,14
539,482,6,43,22,13
539,482,5,43,31,13
539,483,5,37,29,12
539,482,5,36,26,12
539,482,5,35,23,13
540,482,5,41,31,16
539,482,5,49,30,15
538,482,5,43,26,16
541,481,5,43,22,21
540,482,5,39,25,24
539,482,5,37,23,22
539,481,5,34,21,20
538,483,5,37,29,19
539,482,5,41,33,17
540,482,5,47,28,16
539,483,5,44,24,16
539,481,5,44,31,15
539,482,5,42,26,14
539,482,5,45,23,14
539,482,5,42,21,14
539,482,5,39,25,14
540,482,6,40,27,15
539,481,5,38,24,15
539,482,5,34,21,16
540,481,5,30,27,17
540,481,5,33,23,17
539,482,5,38,23,19
539,481,5,36,25,17
539,482,5,37,31,17
539,481,4,38,28,16
539,482,5,42,26,17
539,482,5,41,30,15
539,482,6,41,27,15
539,482,5,44,24,14
539,482,5,41,23,14
539,482,5,41,30,13
539,482,5,39,26,14
538,482,5,38,29,14
539,482,5,40,26,15
539,482,5,42,31,15
540,482,5,40,34,15
540,482,5,38,46,15
540,482,4,36,56,16
540,481,5,34,70,16
537,484,6,35,78,19
539,482,5,37,85,17
540,482,5,35,95,17
539,482,5,44,94,16
539,481,5,42,98,16
539,481,5,37,95,15
539,482,5,41,96,14
539,481,5,47,98,15
539,482,4,45,96,14
539,482,5,46,94,14
539,482,5,49,99,14
539,482,5,44,100,15
540,482,5,46,95,14
540,482,5,52,92,13
539,481,5,61,91,13
539,482,5,63,89,13
538,481,5,58,97,15
538,482,5,55,93,17
539,482,5,58,94,17
539,483,5,55,93,20
539,482,5,61,95,22
540,482,6,53,90,21
539,481,6,56,92,21
539,482,5,54,90,20
539,482,6,53,88,20
540,482,6,59,88,19
540,482,5,59,88,17
539,482,5,58,86,17
539,482,5,57,88,16
540,482,6,55,89,15
539,481,5,48,87,14
540,481,6,56,88,14
539,482,5,53,89,14
540,481,6,52,81,14
540,482,6,53,82,15
539,482,5,53,81,14
538,482,5,48,83,14
539,482,6,42,83,14
539,481,6,47,77,14
539,482,5,47,72,14
539,482,5,44,71,13
539,482,6,47,64,15
538,481,5,49,64,15
539,482,5,46,63,15
539,482,5,47,56,15
539,482,5,44,54,18
539,482,5,47,54,18
540,482,5,48,54,18
539,482,5,42,52,16
540,482,5,40,47,16
540,482,5,46,48,16
539,482,6,45,46,18
539,482,6,40,49,19
539,482,5,46,49,19
540,482,5,45,47,17
538,482,6,43,48,17
539,482,5,48,49,16
540,482,5,47,56,16
539,481,5,48,52,16
540,481,5,46,53,15
539,481,5,55,53,15
539,482,5,54,57,15
539,482,5,49,57,14
539,481,5,49,58,14
539,482,5,43,54,14
539,482,4,47,56,14
539,482,5,47,58,13
539,483,5,44,60,14
539,482,6,39,60,14
539,481,6,44,58,13
539,481,5,44,54,14
539,481,6,52,53,14
539,482,5,48,52,14
539,483,5,46,48,15
539,482,6,44,42,15
539,482,5,43,39,15
540,482,6,41,34,17
539,482,6,41,32,16
539,482,5,41,31,16
539,481,6,35,29,16
540,482,5,40,29,18
538,482,4,39,36,20
539,482,5,43,35,22
539,481,5,47,34,21
539,481,6,44,33,20
539,482,6,40,39,23
538,483,5,42,38,25
539,482,6,44,35,23
538,482,5,45,39,22
539,482,6,42,36,20
539,481,5,40,40,19
539,482,5,46,41,17
539,482,6,43,41,16
538,482,5,45,41,15
540,482,5,40,37,16
538,483,5,47,41,17
539,482,5,50,38,17
540,482,4,49,33,16
540,482,5,48,32,15
539,482,5,53,29,16
539,481,6,48,31,15
539,482,5,51,27,16
539,482,5,49,25,16
539,482,5,47,25,15
540,482,5,47,23,16
539,481,6,51,28,18
540,482,6,49,34,19
539,481,5,51,31,18
540,482,5,48,29,19
540,482,5,50,29,19
538,480,5,46,30,17
539,482,5,43,32,17
540,483,5,48,30,16
540,481,5,53,25,16
540,481,5,51,32,17
539,482,5,50,27,16
539,481,5,51,26,16
539,481,5,46,30,16
540,482,5,42,27,15
539,482,5,41,25,15
539,482,5,39,28,15
539,483,5,39,29,14
540,481,5,41,29,14
540,483,6,38,27,14
540,482,5,37,31,13
539,483,5,38,30,13
538,483,5,37,29,12
540,482,5,42,30,13
539,481,5,39,30,13
540,482,5,36,32,14
538,482,5,38,33,14
538,482,5,35,33,13
538,482,6,36,36,13
539,482,5,32,37,13
539,482,5,32,40,13
540,481,5,31,38,13
539,482,6,30,33,13
540,482,6,28,32,12
538,482,6,30,34,13
539,482,5,31,34,14
540,482,6,33,34,14
539,481,6,30,34,14
538,481,6,27,30,13
539,481,5,32,32,13
539,482,5,29,35,15
539,482,4,30,32,14
539,481,5,29,43,16
539,482,5,26,44,18
538,481,5,28,39,19
539,481,6,28,44,20
539,482,5,31,43,20
540,481,6,39,39,19
539,482,5,40,43,17
539,481,5,42,42,16
539,481,6,40,36,15
539,480,5,40,37,14
540,481,5,46,36,14
539,481,5,47,34,14
539,482,5,50,31,13
539,480,5,53,33,13
538,480,5,62,34,14
540,481,4,61,32,13
539,482,5,56,37,13
540,482,5,61,30,14
539,482,6,64,29,14
540,480,5,62,34,13
539,482,5,55,34,14
539,480,6,56,35,14
539,480,5,53,37,14
540,481,5,56,32,13
539,481,6,52,32,13
538,481,5,46,37,14
540,481,6,46,38,14
539,481,6,46,40,13
538,480,6,46,42,13
541,481,5,48,38,14
541,481,5,47,32,15
540,481,5,46,28,17
540,482,6,40,28,17
539,481,5,38,28,17
541,481,6,36,27,17
539,482,5,32,27,15
538,482,6,31,24,14
539,481,6,31,28,14
540,480,6,27,23,14
541,481,6,26,21,14
541,483,6,26,27,14
539,482,6,24,24,15
538,480,6,25,27,15
539,481,6,26,31,16
540,481,6,28,34,16
541,482,6,29,39,16
539,481,6,26,33,17
538,482,6,24,33,17
540,480,6,25,34,18
539,482,6,26,32,19
540,481,6,26,28,18
541,482,6,26,45,16
540,481,6,24,38,15
539,481,6,23,36,14
540,481,6,24,38,14
539,481,6,25,35,14
541,482,6,23,32,13
540,482,5,22,31,13
540,481,6,24,33,13
539,480,6,25,28,13
540,482,6,25,29,13
540,481,6,25,28,13
539,480,6,28,30,13
541,482,6,32,29,13
539,482,6,31,27,13
540,480,5,30,37,13
540,480,6,31,30,13
540,481,6,29,31,13
541,483,6,29,31,13
540,481,6,36,34,14
538,481,6,34,37,15
539,481,6,33,39,14
539,480,6,31,34,14
541,481,6,30,32,13
540,482,6,31,35,14
539,481,6,31,37,13
539,481,5,33,31,13
540,481,6,30,34,13
541,482,6,31,32,13
540,481,6,32,36,12
540,481,6,31,37,13
540,481,6,31,42,13
540,483,6,31,47,13
541,482,6,31,45,12
540,481,6,27,48,13
539,480,6,24,48,12
539,481,5,25,56,13
539,481,6,23,64,12
540,483,6,22,60,12
541,482,6,21,68,13
541,483,5,23,76,12
539,481,5,21,73,13
539,481,6,24,73,13
540,481,5,24,75,13
540,481,6,23,83,13
540,482,6,24,78,14
539,481,6,25,78,13
540,482,6,23,88,14
539,482,6,23,83,16
540,481,6,22,90,15
540,481,6,22,87,17
541,482,6,22,84,16
540,482,6,23,78,18
541,481,6,22,86,17
541,482,6,26,82,20
541,482,6,23,83,20
541,478,6,26,88,19
540,481,6,26,94,17
539,481,6,28,89,17
540,482,6,27,93,17
542,483,6,27,98,18
541,482,6,24,97,18
541,481,6,23,95,18
540,481,5,23,97,20
539,481,6,22,90,19
542,482,6,22,89,18
541,482,6,21,92,18
540,481,5,21,87,17
540,481,6,21,78,16
539,481,6,20,80,15
541,482,6,20,79,15
541,482,6,22,71,15
541,482,5,22,72,14
540,481,6,21,71,13
539,481,6,21,66,14
540,481,6,23,72,13
541,482,6,25,67,14
541,481,6,25,64,13
540,481,5,25,77,14
539,481,6,27,75,13
540,481,6,24,69,14
541,482,6,26,59,15
540,481,6,25,61,16
539,482,6,23,57,20
540,481,6,24,63,20
540,481,6,27,59,20
540,481,6,26,57,23
541,482,6,25,57,26
541,481,6,25,52,25
540,480,6,24,46,24
540,481,7,23,70,23
539,481,7,23,57,23
540,481,6,23,63,22
541,482,6,24,63,20
541,481,6,23,58,19
539,481,6,22,48,18
540,481,7,23,68,18
540,481,7,23,65,21
540,482,7,25,77,25
540,481,7,25,71,29
540,480,7,27,75,35
540,481,7,28,91,38
540,481,7,29,84,38
541,482,7,25,69,36
541,482,7,23,64,34
541,481,8,23,64,31
540,480,8,22,61,29
540,481,8,24,59,28
540,481,8,24,57,26
540,481,8,23,51,22
541,482,7,24,75,21
541,481,7,23,62,18
540,481,6,21,56,17
540,481,7,24,61,16
539,481,7,24,58,16
541,482,6,23,57,15
541,481,6,21,47,15
540,481,6,28,67,15
539,481,6,26,57,15
540,481,6,27,50,15
540,481,7,26,52,16
541,482,8,27,55,15
541,481,8,27,49,16
540,480,7,25,47,17
540,481,7,25,50,17
540,481,6,28,45,17
541,482,7,24,43,17
539,481,6,23,35,16
540,480,6,22,34,16
540,481,7,20,32,15
540,481,6,21,30,15
541,482,6,22,30,15
540,481,7,24,39,15
539,480,7,27,40,14
539,480,7,29,38,15
540,481,7,31,31,16
540,481,7,34,48,18
540,481,7,39,40,19
540,481,7,36,33,19
540,481,9,34,41,19
539,481,8,32,45,17
541,481,8,36,38,17
540,481,8,36,39,16
540,481,10,35,40,17
541,482,9,38,33,15
541,481,10,35,52,17
540,481,10,31,43,18
541,482,9,27,43,17
540,480,9,28,48,17
540,481,8,24,39,16
540,481,8,23,40,15
539,481,8,21,36,15
541,482,8,22,43,15
540,481,7,25,45,14
540,481,7,24,41,14
540,481,7,27,44,14
539,481,7,24,39,16
539,482,7,23,41,15
542,482,6,24,47,15
539,481,6,24,42,15
540,481,6,24,36,14
540,481,6,24,35,14
540,481,6,26,36,14
539,480,6,24,30,13
540,481,6,24,35,13
540,481,6,27,37,13
540,481,6,29,35,13
541,481,6,29,34,13
541,479,6,30,55,13
540,480,5,34,49,13
540,481,5,30,42,13
540,480,5,28,41,15
540,481,6,29,44,15
541,482,5,34,37,15
541,481,5,31,41,16
540,480,5,35,39,17
540,480,6,36,39,18
540,480,5,36,38,19
539,480,5,36,37,21
541,481,6,34,37,23
541,482,6,35,34,23
540,481,6,36,45,23
540,480,5,36,46,21
540,480,6,33,44,21
539,480,6,35,56,23
540,480,5,45,50,21
539,481,5,41,47,22
540,480,6,44,42,23
540,480,6,41,42,26
541,481,6,39,41,27
539,480,5,38,38,30
540,480,5,36,40,33
539,480,5,37,37,34
540,481,6,34,41,35
540,482,5,32,34,35
541,482,5,29,35,35
541,480,5,28,33,34
540,480,5,26,37,31
541,480,5,24,31,27
541,480,6,26,33,25
541,482,5,28,28,23
540,481,6,30,27,21
540,480,5,33,28,19
539,481,5,35,27,22
540,481,5,33,41,23
539,479,6,33,35,26
542,481,6,32,31,27
540,482,5,35,32,29
539,480,5,36,30,28
540,481,6,35,33,28
540,480,6,33,35,27
541,481,6,32,29,27
542,482,6,35,28,27
541,481,6,40,32,26
540,480,5,43,33,26
540,480,6,47,47,26
538,480,6,46,41,27
540,481,6,45,34,28
541,482,6,46,32,28
541,481,6,49,43,29
539,481,6,45,38,27
540,480,6,39,33,25
540,480,6,35,29,24
541,482,6,34,38,23
541,481,6,31,31,22
539,480,5,27,30,21
540,481,6,26,32,19
539,481,6,24,30,17
541,482,6,24,31,16
541,481,6,26,29,17
541,481,6,26,29,17
540,480,6,27,27,19
540,481,6,29,33,22
540,481,6,33,33,24
541,482,6,30,28,25
540,481,6,26,25,24
539,480,5,25,31,23
540,481,6,26,39,21
540,481,6,27,36,19
541,482,6,32,42,18
539,481,6,29,40,17
539,481,6,27,41,15
539,480,6,25,39,15
540,481,6,25,35,15
541,482,6,27,37,15
540,481,6,27,38,14
540,481,6,26,35,14
539,480,6,26,40,13
539,481,6,27,37,13
540,481,6,26,32,13
541,481,6,26,31,13
540,480,6,26,28,14
539,480,6,27,32,13
540,481,6,26,30,14
539,480,6,25,26,13
541,482,6,30,22,13
540,482,6,36,23,13
539,481,5,35,21,14
540,480,6,35,21,14
539,478,5,38,22,14
541,484,5,35,25,14
539,481,6,32,33,14
541,481,5,31,30,14
540,480,6,29,38,14
540,479,5,28,33,15
539,482,6,25,33,18
541,483,6,27,37,18
540,481,6,28,44,19
539,480,5,26,39,20
540,481,6,28,38,19
540,481,5,28,40,18
539,481,6,28,48,18
540,481,6,33,48,19
539,480,5,31,47,20
540,481,5,31,49,19
540,482,5,30,49,17
541,482,5,28,43,17
539,481,6,28,47,17
539,480,5,30,42,16
540,480,5,27,37,15
539,481,5,24,45,15
539,481,6,24,38,15
541,482,6,24,33,16
539,480,7,25,28,16
540,480,6,23,26,16
539,481,6,28,26,16
541,482,7,32,37,15
541,481,6,29,35,15
540,481,6,27,33,15
539,481,6,27,58,16
539,480,8,29,51,15
541,482,7,29,44,14
541,481,7,28,41,14
539,480,6,29,47,14
539,480,6,29,41,13
540,481,6,28,35,13
539,481,6,26,36,13
541,481,6,24,38,13
541,481,6,23,41,13
540,480,5,27,37,13
540,480,5,25,32,13
540,481,6,27,47,13
539,480,6,29,39,13
541,481,5,33,33,13
541,481,5,34,42,14
539,481,5,34,37,14
540,480,6,33,30,14
540,481,6,30,28,14
541,481,6,29,32,13
541,482,6,30,30,14
541,481,6,27,27,13
540,481,6,27,33,14
539,481,6,28,41,14
540,481,6,29,45,13
540,480,5,27,51,14
540,481,6,27,50,13
541,481,6,25,51,13
540,480,6,29,44,14
540,480,5,29,46,14
539,480,5,27,41,14
540,480,5,27,35,14
540,481,5,26,45,13
541,482,5,26,42,13
541,481,6,30,43,13
541,481,6,30,46,13
541,482,6,26,42,13
540,481,5,25,41,13
539,480,5,29,40,13
540,481,6,32,44,13
539,480,6,31,47,14
540,481,6,27,43,14
541,482,5,28,49,14
540,480,5,28,53,14
540,481,5,27,54,15
539,480,5,27,49,15
540,481,5,30,44,14
541,482,6,31,50,14
540,481,5,34,46,14
540,480,5,35,47,15
539,481,5,34,44,16
540,481,5,32,43,15
540,480,5,31,44,14
541,482,6,30,44,14
541,481,5,31,44,14
539,480,5,33,45,13
539,480,6,33,49,14
540,481,5,30,43,13
541,482,6,32,50,14
539,481,5,33,49,13
540,480,5,32,52,12
539,481,5,34,51,13
539,481,5,33,55,13
541,481,5,32,61,14
540,480,5,29,55,14
540,481,5,29,63,13
540,480,5,29,65,14
539,480,5,29,68,14
540,480,5,26,61,14
540,481,6,29,60,14
540,481,5,28,69,15
539,480,5,26,62,15
540,481,5,27,65,15
540,481,5,29,64,14
541,482,5,29,65,15
539,480,5,26,62,16
539,480,5,26,63,16
540,481,5,25,56,16
540,481,5,26,53,15
541,481,5,30,49,15
540,481,5,27,51,14
539,480,5,26,48,17
540,480,5,24,39,17
540,480,5,24,32,19
540,481,5,26,42,20
540,481,5,26,56,20
540,481,5,25,51,21
540,480,5,25,42,21
540,481,5,23,36,20
540,482,5,25,40,19
540,481,6,25,39,18
540,481,5,25,33,17
539,480,6,24,30,17
540,480,5,28,46,18
540,481,5,27,38,19
541,481,5,25,33,19
541,482,6,30,37,18
541,481,6,29,32,18
541,481,5,27,36,19
541,480,6,31,34,17
540,480,5,29,32,17
540,480,6,27,28,17
540,480,5,29,27,19
541,482,6,27,40,20
540,480,6,27,40,21
540,479,5,27,40,20
540,480,6,26,39,18
540,480,6,27,39,17
541,482,6,28,38,16
540,480,6,30,44,16
539,480,6,29,40,15
540,479,5,29,33,16
540,480,6,31,31,18
540,480,5,31,41,20
541,481,6,30,36,23
541,482,6,29,32,27
541,480,6,26,32,27
540,480,5,24,38,25
539,480,6,23,36,23
540,481,6,28,38,22
541,482,6,26,36,20
540,481,6,23,39,18
540,479,5,23,38,17
540,480,5,25,35,16
539,481,5,25,33,15
