8\xfcX axis acceleration,Y axis acceleration,Z axis acceleration,Bicep signal,Shoulder signal,Pectoral signal
348,342,418,12,16,20
348,342,418,14,16,18
348,341,417,14,15,16
348,341,417,13,16,15
347,340,417,13,16,17
347,341,416,15,19,21
348,341,417,15,19,29
349,342,417,16,22,38
348,341,417,15,24,49
348,340,417,17,28,58
347,341,417,18,34,71
348,341,417,19,41,81
347,341,418,23,53,91
348,342,417,26,60,102
349,341,418,32,73,114
347,341,417,37,81,127
348,341,418,40,94,139
348,341,417,47,105,150
347,341,418,52,119,164
348,341,418,57,132,175
348,342,417,64,144,188
348,341,418,69,156,201
347,341,418,75,168,211
347,341,418,81,178,221
348,341,418,88,190,232
347,342,418,98,199,240
347,341,418,107,208,247
346,340,416,116,217,254
346,340,418,125,224,265
345,340,417,134,232,275
347,341,418,140,239,285
346,340,415,149,245,293
345,340,416,157,252,291
345,340,416,166,254,308
347,341,417,175,259,334
346,340,417,185,262,322
347,340,417,197,269,311
346,341,419,204,273,301
346,341,417,216,280,294
347,342,418,223,283,285
347,340,418,232,286,280
346,340,418,241,289,272
346,341,417,246,289,265
346,340,418,255,288,256
346,340,417,261,284,251
346,340,418,271,280,243
346,341,418,277,273,233
346,342,418,286,268,208
346,341,418,294,263,184
346,340,417,298,255,163
346,340,417,303,248,143
346,341,418,306,241,128
346,342,418,307,236,117
347,342,417,306,231,109
346,340,417,306,230,102
346,342,418,303,238,95
347,342,417,301,256,87
347,340,419,300,277,76
346,342,418,302,295,66
346,340,417,303,306,52
346,340,418,302,308,40
347,342,418,301,306,32
346,342,418,298,300,26
346,341,418,292,290,24
346,341,417,285,280,19
347,341,417,274,266,20
347,340,417,263,254,30
346,341,417,249,243,40
347,341,417,234,234,35
346,341,417,220,224,38
346,341,418,206,225,41
346,341,418,193,256,43
347,340,418,183,284,43
347,341,418,174,300,46
346,341,417,166,306,48
347,340,418,158,304,51
346,340,418,147,298,55
347,340,418,135,288,60
347,341,418,123,277,58
347,340,418,112,266,57
346,340,418,100,256,58
346,341,417,85,249,56
346,340,418,77,248,60
346,342,417,69,248,57
347,341,417,59,250,61
347,340,418,51,254,60
346,340,418,44,259,60
346,342,418,36,265,61
346,342,417,28,269,62
347,341,418,24,273,64
347,340,417,21,276,67
346,341,419,19,278,71
346,341,417,17,280,76
346,342,418,16,279,80
345,340,416,15,275,87
345,340,417,15,270,95
346,341,418,14,263,101
347,342,418,14,254,107
346,341,418,13,243,112
347,340,418,16,232,115
347,341,419,18,219,119
346,341,418,19,207,127
346,341,418,25,193,115
346,342,418,30,179,92
346,341,417,36,165,108
346,341,417,44,154,130
346,341,417,50,141,149
346,341,417,56,130,166
348,341,417,62,121,178
347,341,417,66,112,186
346,340,417,71,105,194
346,341,417,78,98,197
347,341,418,83,92,200
347,341,417,84,89,197
347,340,418,86,85,190
346,341,417,89,81,183
347,340,419,90,80,177
347,342,418,96,77,170
346,341,417,100,73,164
347,342,417,105,67,157
347,341,417,108,60,150
347,341,418,111,53,142
347,341,417,113,42,136
347,341,418,117,40,128
347,341,419,118,46,122
347,342,417,119,51,116
347,341,417,121,59,111
347,341,418,121,64,107
347,342,417,123,68,102
346,340,418,124,68,100
346,342,418,125,71,98
346,341,417,124,72,100
346,341,418,124,73,101
346,341,417,124,74,98
346,341,417,122,73,94
347,342,417,117,75,91
346,341,417,115,74,86
347,342,418,112,75,84
346,341,417,110,77,95
347,341,418,110,77,79
347,341,417,109,75,67
347,342,418,108,72,74
347,342,417,103,71,80
347,343,417,103,71,84
346,341,418,98,71,85
346,341,418,95,69,84
347,341,418,94,68,83
346,341,418,91,67,82
347,342,418,90,63,82
347,341,417,86,61,80
346,341,417,84,60,76
347,341,417,83,58,68
348,340,417,81,58,62
347,341,417,78,56,58
346,341,417,76,56,54
347,341,417,73,54,51
346,341,417,72,51,49
346,341,417,72,48,46
347,341,417,71,46,44
346,341,418,69,44,41
346,341,417,68,43,38
347,341,418,64,44,34
347,341,417,62,46,31
346,340,418,62,45,28
347,341,417,61,45,25
347,342,417,61,47,24
346,341,417,59,45,25
347,342,418,57,46,23
347,342,417,55,46,22
347,341,418,51,46,23
346,341,418,51,45,21
346,341,417,50,44,21
347,342,418,48,45,21
347,341,417,46,47,20
346,341,418,46,46,20
346,342,418,43,47,18
346,341,417,44,46,15
347,342,416,42,45,14
346,341,418,42,47,25
346,342,417,43,48,40
346,342,417,43,48,41
347,342,417,42,50,35
347,340,417,40,47,33
347,341,417,38,49,31
346,342,417,36,49,31
347,341,416,38,49,29
347,342,418,39,50,30
347,342,418,38,53,30
347,340,416,36,57,30
348,341,417,34,58,31
348,341,418,33,58,29
348,341,419,31,58,27
348,342,418,29,58,23
348,342,418,27,60,21
348,342,417,26,58,18
348,343,418,25,57,18
349,342,417,23,56,16
349,342,418,21,56,15
348,342,418,21,56,16
348,342,417,21,56,14
348,342,416,21,54,14
348,342,418,20,53,14
347,341,418,21,52,12
348,342,417,22,50,12
348,342,417,21,50,13
348,342,418,22,48,12
348,341,418,21,46,12
348,341,418,22,46,13
349,341,418,22,45,15
349,343,418,20,45,16
348,342,417,20,46,14
348,342,417,18,45,12
348,341,418,18,46,11
348,342,417,18,47,11
347,341,417,16,45,13
348,342,418,17,46,20
348,341,417,16,46,41
348,341,417,16,44,38
348,342,417,15,45,33
348,341,418,15,43,30
347,341,418,14,44,28
347,341,417,14,43,26
347,341,417,14,41,24
348,341,418,14,41,26
348,342,416,14,40,28
348,342,417,14,41,28
347,341,417,14,41,28
348,341,418,15,42,27
347,342,417,14,42,24
347,342,417,13,44,20
347,341,416,13,43,17
348,341,417,12,43,17
347,342,417,14,41,16
347,342,417,13,39,16
347,342,417,14,39,16
348,342,418,12,36,15
347,341,418,14,36,15
348,342,417,14,38,14
347,342,418,12,36,14
347,342,418,13,35,13
347,341,416,12,37,12
347,341,417,13,37,10
347,342,416,12,38,10
347,342,417,14,39,11
347,341,417,12,39,10
347,342,417,14,38,11
348,342,418,13,39,13
347,342,418,13,38,15
348,342,417,13,38,12
347,341,418,13,39,11
347,342,418,13,39,10
347,341,418,13,40,11
348,342,417,14,39,10
347,341,417,12,40,17
347,341,417,12,41,42
347,342,416,12,41,46
347,341,419,12,41,38
347,343,418,12,40,33
347,341,417,12,41,31
347,341,418,12,41,28
347,341,417,13,39,27
348,341,418,12,40,28
347,342,417,13,39,30
347,342,417,12,40,31
346,341,417,12,43,32
346,341,417,13,43,31
347,341,417,13,44,29
348,342,417,12,43,24
347,341,418,13,42,20
348,341,417,13,42,18
347,342,417,12,42,17
348,343,418,12,40,16
348,341,417,12,41,15
347,341,417,11,40,14
347,342,418,12,40,12
347,343,418,13,40,12
347,342,417,12,41,11
348,341,418,13,41,10
347,342,417,13,41,11
347,342,417,13,40,10
347,342,418,13,40,10
347,341,418,12,41,9
348,342,418,13,41,9
347,341,417,12,40,10
347,341,417,13,41,9
347,341,417,12,41,9
347,342,419,13,40,9
347,342,417,12,41,10
347,341,417,13,39,11
347,342,417,13,38,10
347,342,418,12,38,11
348,342,418,12,39,10
347,341,417,12,36,9
347,341,417,13,36,9
348,342,418,13,37,17
346,341,418,13,36,40
348,342,417,13,37,45
348,342,418,13,37,37
347,341,418,12,36,34
347,342,417,12,35,33
347,342,418,13,34,32
347,342,418,12,34,30
348,341,417,13,34,31
347,341,417,13,34,32
347,341,417,12,33,33
345,341,416,12,33,35
346,340,417,13,33,34
348,343,418,13,37,31
348,343,418,12,36,27
347,341,418,12,38,24
347,341,417,13,39,22
348,343,418,13,39,21
348,342,418,13,40,19
348,343,417,13,43,16
347,342,417,13,40,14
347,341,418,12,40,14
347,341,418,13,40,12
347,343,417,13,42,11
347,342,416,12,41,11
347,341,419,13,39,10
347,340,418,12,41,9
347,342,418,13,43,10
347,342,417,13,42,9
347,340,418,13,43,9
347,342,417,12,41,9
345,341,418,14,42,10
347,342,419,13,43,9
347,341,417,13,43,10
347,341,417,13,41,11
347,342,417,12,41,11
346,340,417,12,42,12
348,340,419,13,41,11
348,343,418,13,38,11
348,343,419,13,38,25
348,341,420,13,36,28
349,342,419,12,38,31
349,343,419,12,39,32
348,342,418,12,43,45
346,341,417,14,42,57
347,342,417,12,42,52
346,341,416,12,45,44
346,341,417,13,44,42
345,340,417,14,46,38
346,340,417,13,46,34
346,341,418,12,45,30
346,342,418,13,48,26
346,341,418,12,47,23
346,340,418,13,47,20
345,341,416,13,47,19
345,340,417,12,47,17
347,342,419,12,48,17
346,342,418,12,50,13
345,342,417,12,50,13
346,342,418,12,54,12
346,342,417,14,53,12
345,341,418,13,53,11
345,342,417,12,56,11
344,341,417,13,58,10
344,341,416,12,54,10
345,341,417,13,58,10
344,342,417,12,59,9
345,342,418,12,57,9
345,340,417,14,58,9
345,340,417,12,55,9
345,342,418,13,53,9
345,342,418,12,53,9
345,342,418,14,50,10
346,341,418,14,50,9
344,341,417,13,47,9
345,341,419,14,48,10
344,342,418,12,48,10
344,341,418,12,46,11
344,342,417,12,43,13
344,339,417,12,43,13
345,342,418,12,43,11
345,343,418,13,41,10
345,340,418,12,43,11
344,341,417,13,46,11
345,341,417,13,45,23
344,341,418,12,47,39
344,341,417,12,46,39
344,341,416,13,47,35
344,340,417,12,47,34
344,341,417,13,45,32
344,341,418,12,48,33
344,341,418,12,48,31
344,341,417,13,48,31
345,340,416,12,48,32
345,342,419,13,49,32
344,342,417,12,49,32
344,341,418,13,50,32
345,341,418,12,49,30
344,340,418,13,50,25
344,341,417,13,49,22
345,340,418,12,46,19
344,341,418,12,48,18
345,341,417,12,47,19
344,341,419,13,45,16
345,342,418,12,47,15
345,341,418,13,44,15
345,340,418,12,44,14
345,341,418,12,45,13
344,341,418,12,45,13
344,341,418,12,41,11
345,340,417,12,41,10
344,341,417,12,39,10
344,340,419,12,40,11
345,340,417,12,39,10
344,342,418,12,39,8
343,341,415,13,39,10
343,339,418,13,39,9
343,339,415,14,38,9
341,339,416,14,35,12
344,340,418,13,36,13
343,341,417,14,34,13
344,341,418,13,35,14
344,341,419,13,32,12
344,341,418,14,34,10
345,340,417,13,35,11
345,340,419,14,35,19
345,341,418,13,37,34
344,342,417,13,38,38
344,341,418,12,37,33
344,340,416,13,36,32
344,341,417,13,38,30
344,340,416,12,37,30
345,341,418,12,39,29
345,341,418,13,40,29
345,342,418,12,40,30
345,341,418,12,41,32
345,342,417,13,42,32
345,342,418,12,43,32
346,342,418,13,46,32
346,341,418,12,45,30
346,342,418,12,44,27
347,342,419,13,42,25
346,342,418,12,43,25
346,341,418,13,42,25
345,342,419,13,43,24
347,342,418,13,42,22
345,343,417,13,42,21
345,340,417,12,42,22
345,341,418,12,38,19
346,342,417,13,39,18
346,343,417,13,39,18
347,342,418,12,38,16
346,342,418,12,37,17
346,343,417,13,37,17
346,343,417,12,38,21
346,341,417,13,39,22
347,341,418,12,36,21
346,342,418,12,36,20
346,342,417,12,37,18
345,341,417,12,35,17
346,342,418,12,34,15
346,343,417,13,37,26
346,342,418,12,35,31
345,341,417,12,37,39
346,341,416,13,36,33
347,341,418,13,33,33
346,341,417,13,32,34
346,343,417,11,34,34
346,342,418,12,32,34
345,342,417,13,31,34
345,341,417,13,31,36
346,343,417,12,30,39
345,343,418,12,28,40
346,343,418,13,30,41
346,343,417,13,30,37
347,342,418,13,29,33
347,343,418,12,29,29
346,342,418,12,31,27
347,343,418,13,28,26
346,343,418,12,28,26
346,343,417,13,28,25
346,342,416,12,30,25
345,342,416,12,28,24
345,342,418,12,28,23
346,343,417,13,30,20
346,342,419,12,29,21
348,343,418,14,29,18
346,343,418,15,30,17
347,342,418,13,31,18
346,343,418,14,31,17
347,343,418,14,32,24
346,343,418,14,31,22
347,342,417,13,33,21
347,343,418,13,34,18
347,343,417,13,32,17
346,343,418,12,32,16
346,344,418,13,32,15
347,343,417,13,32,24
346,341,417,13,33,42
346,342,418,14,34,41
346,342,417,12,34,35
346,342,417,13,32,33
347,341,418,13,31,32
346,342,417,12,31,31
346,341,418,12,30,31
346,343,418,12,27,32
346,342,418,12,28,33
345,342,417,12,28,33
345,342,416,13,27,32
345,341,416,12,27,32
345,341,418,12,28,27
346,342,417,12,30,22
346,342,417,12,29,19
346,342,418,12,31,18
346,341,417,13,30,17
346,342,417,13,30,16
346,342,418,12,29,15
347,342,419,13,27,15
345,342,418,13,26,13
345,342,417,13,26,13
346,343,416,12,26,12
346,343,417,12,27,12
345,341,418,12,28,16
345,342,417,13,27,16
345,342,418,13,27,14
345,342,417,13,26,14
345,342,417,13,25,13
345,343,417,12,24,13
345,342,417,13,26,12
345,341,418,14,26,19
345,342,417,13,25,40
346,343,417,12,25,42
347,343,418,13,25,36
346,341,418,13,25,33
346,343,417,14,24,32
345,342,417,14,24,29
346,343,418,12,22,31
346,342,417,13,22,30
346,341,418,13,22,33
345,342,417,12,22,34
346,343,418,13,21,35
345,342,416,13,21,34
345,342,418,12,22,32
345,342,417,12,24,29
346,342,418,12,25,25
345,342,417,12,29,23
345,343,417,12,29,20
346,343,418,12,27,18
346,341,418,12,27,18
345,342,417,13,27,18
346,343,418,14,27,16
346,342,417,12,26,15
345,342,417,13,25,14
345,342,417,13,24,18
345,342,417,14,27,17
345,342,417,13,28,18
345,342,417,13,27,15
345,341,417,14,25,14
345,342,417,13,25,12
345,342,418,12,24,11
345,342,417,13,24,16
345,342,417,12,24,28
344,342,417,13,24,46
345,342,417,13,23,38
345,343,418,13,24,32
346,342,417,12,25,30
346,342,418,12,24,28
345,342,417,12,25,26
345,342,418,12,25,26
346,342,417,13,25,28
345,343,417,13,27,29
344,343,417,13,28,29
346,341,417,12,28,27
346,342,418,12,27,24
345,343,417,12,29,20
346,342,417,13,26,18
345,342,418,12,26,16
346,342,417,12,25,15
345,342,417,12,24,14
345,341,418,13,23,13
344,343,417,12,23,14
345,343,417,13,23,12
345,342,418,13,21,12
345,343,418,12,22,12
346,341,419,12,23,13
346,343,420,12,23,11
346,342,417,14,24,11
345,342,418,13,26,11
344,342,416,13,27,10
344,341,416,13,27,11
345,342,417,13,29,11
345,342,417,14,30,10
345,342,417,12,29,9
345,342,418,13,30,10
346,343,419,13,27,10
347,342,418,12,27,10
346,342,418,12,26,9
347,343,419,12,26,10
346,342,418,14,26,11
346,342,417,12,24,14
345,342,418,13,22,20
346,341,418,14,21,21
346,341,417,13,22,24
345,342,417,13,21,22
346,341,417,14,20,52
346,342,418,13,19,60
345,342,416,14,19,48
345,342,417,16,19,41
345,341,417,16,19,33
345,341,417,16,20,29
346,341,418,17,19,26
347,341,417,17,22,24
346,342,417,18,22,22
346,341,417,18,24,21
345,342,417,21,25,20
346,342,417,24,28,19
346,341,417,26,27,18
346,343,418,29,30,20
346,342,417,34,32,23
347,341,416,38,32,24
346,343,417,41,33,22
345,342,417,44,34,22
346,342,418,47,37,21
346,343,418,47,38,24
346,342,417,50,37,23
345,341,417,51,38,23
346,343,417,52,36,24
345,341,417,52,39,23
345,343,417,53,36,21
345,342,417,55,36,20
345,342,417,59,35,19
345,342,418,59,34,19
346,342,417,61,31,18
346,341,417,61,31,15
346,341,416,63,28,15
346,341,417,64,28,13
346,342,417,66,28,13
345,343,418,67,28,12
345,342,418,68,26,10
345,342,418,66,27,9
345,341,418,68,28,9
346,342,417,65,29,9
346,342,418,64,27,20
346,342,417,61,27,33
346,341,417,60,28,38
346,342,418,59,28,35
346,343,417,57,31,34
346,342,417,56,34,33
345,342,417,56,36,34
345,341,417,55,38,35
346,342,417,53,42,35
346,343,417,54,49,37
345,342,417,54,51,39
345,343,417,54,55,41
345,341,417,55,57,42
345,341,417,56,59,40
346,342,417,53,61,38
346,341,418,53,66,35
346,342,417,49,64,33
345,342,418,50,66,32
345,341,418,51,66,31
345,342,417,49,68,30
346,342,417,47,67,27
346,343,418,47,67,26
345,342,418,46,64,25
345,342,417,45,61,24
346,342,417,44,61,24
346,341,418,43,59,24
346,341,417,44,57,25
345,342,417,44,54,24
345,342,417,41,52,26
346,342,418,40,48,28
345,341,418,40,46,30
345,342,417,39,44,31
345,342,418,38,42,32
345,342,417,39,40,35
345,342,417,38,38,39
345,342,417,37,36,43
346,341,417,32,34,42
345,342,417,32,32,40
346,342,418,33,30,41
345,342,417,31,26,38
345,343,418,31,26,39
346,342,418,29,23,47
345,342,417,28,21,49
346,341,417,25,20,52
345,342,418,25,20,46
345,342,417,27,19,46
346,342,417,27,19,43
346,341,417,27,18,39
346,341,418,26,18,34
345,342,418,25,19,30
345,341,417,24,21,23
345,342,417,22,22,20
345,342,418,20,23,17
345,341,417,19,25,19
345,342,417,18,29,24
345,341,417,17,35,35
345,342,417,19,38,46
345,341,417,21,47,58
345,342,417,21,54,68
346,341,416,25,63,78
345,341,417,29,73,87
346,342,418,33,82,98
345,342,417,35,91,109
346,343,418,43,102,120
345,342,417,50,111,131
345,342,417,57,122,141
345,341,418,65,136,153
345,342,418,73,145,160
344,342,417,83,155,169
346,341,417,94,165,178
345,342,418,103,175,185
346,341,417,112,184,190
346,341,418,125,194,197
345,342,417,138,201,201
345,342,418,148,205,206
345,342,418,163,211,212
345,341,417,173,213,217
345,342,417,189,211,221
345,341,417,203,211,227
345,341,417,216,209,233
345,342,417,228,206,241
345,342,417,238,203,246
345,342,418,248,200,243
345,342,418,256,194,246
346,341,417,263,191,279
345,341,419,267,187,268
345,341,417,273,182,251
345,342,417,278,178,239
345,341,417,279,178,230
345,342,418,281,174,219
346,341,418,282,175,212
345,341,418,281,177,200
345,342,418,282,182,189
345,341,418,286,186,184
346,341,417,290,189,181
345,341,417,294,194,180
346,342,418,299,197,176
346,342,418,299,202,170
345,341,417,298,205,167
346,341,417,300,206,166
346,342,417,303,208,169
345,343,418,301,209,174
345,342,417,293,209,179
345,342,418,284,208,183
345,342,417,273,213,187
346,342,419,255,217,191
345,342,418,240,222,191
346,342,417,226,222,189
345,342,418,212,224,186
346,342,417,197,227,182
345,341,417,183,235,176
344,340,417,169,243,168
345,341,418,154,252,161
344,342,418,141,259,150
344,341,416,128,264,135
343,340,417,116,264,120
344,340,417,103,262,104
344,342,418,89,256,91
344,342,419,77,254,81
344,342,417,63,256,74
344,341,417,47,256,60
344,341,418,37,257,71
344,342,418,29,257,86
345,342,417,25,259,70
345,341,418,21,262,57
345,341,417,18,263,46
344,341,416,17,265,39
344,341,417,16,266,33
344,341,417,15,265,28
344,341,417,15,268,24
345,342,417,15,269,21
344,341,417,17,270,18
345,342,417,17,270,14
346,342,417,22,269,13
345,342,417,24,271,12
346,342,417,28,270,12
346,342,418,34,268,11
346,343,418,40,269,12
345,343,418,44,270,12
345,342,417,50,271,15
345,343,418,57,271,18
345,341,418,60,272,19
345,342,418,66,275,21
346,342,417,73,279,26
345,342,417,80,281,28
346,343,417,88,285,32
345,342,419,94,291,37
345,342,418,103,292,40
345,343,418,111,293,46
345,343,417,119,295,50
345,342,417,125,294,54
345,342,417,130,295,57
346,343,418,137,290,63
346,343,416,143,284,69
346,342,417,145,279,74
345,342,418,148,270,76
346,343,417,147,260,77
346,342,417,151,250,76
345,342,417,150,240,76
344,343,417,154,230,82
345,343,418,155,216,86
345,343,417,154,202,69
345,342,416,151,191,72
344,342,417,152,179,82
346,342,417,152,169,89
345,342,417,154,158,94
345,343,417,151,147,97
346,343,417,148,136,99
345,342,416,145,124,104
346,341,417,146,113,107
345,343,418,144,103,108
345,343,417,142,91,109
346,343,417,145,81,104
346,341,417,143,73,99
345,342,416,144,63,98
346,344,417,143,54,102
346,342,418,142,48,110
345,343,417,142,43,111
346,343,417,143,36,113
347,342,417,145,31,111
346,342,417,145,26,108
347,343,418,148,23,105
347,343,417,145,22,101
346,342,418,146,22,99
347,343,417,145,21,95
347,344,417,144,23,91
347,343,418,141,25,89
347,342,417,141,26,87
346,342,417,138,25,87
346,343,418,137,27,85
347,342,417,136,30,84
346,343,417,132,30,85
346,342,417,131,33,84
346,342,417,127,35,82
346,343,418,127,35,79
346,343,418,123,39,76
346,342,416,120,42,73
347,343,419,115,44,72
346,343,416,110,46,83
347,343,418,106,50,66
347,343,418,102,48,59
347,342,416,96,51,64
346,343,417,93,54,71
346,342,417,89,54,73
346,343,418,91,58,73
347,345,417,88,57,76
347,342,418,86,59,75
347,343,419,83,62,77
346,342,417,80,60,77
346,342,417,79,63,76
347,344,417,77,64,76
347,343,416,75,63,75
346,343,416,74,62,73
345,343,415,69,66,68
346,342,417,68,65,66
347,342,418,65,67,63
347,342,417,61,68,62
348,342,419,60,72,61
349,343,418,55,73,60
348,343,417,54,76,59
347,344,418,54,75,59
347,343,417,50,75,60
348,342,417,50,75,61
348,342,417,45,76,60
347,343,416,44,76,61
347,343,418,41,76,62
347,343,417,40,77,61
347,343,417,38,76,62
347,342,418,37,78,61
347,344,416,35,77,65
348,343,417,32,77,66
346,341,419,30,76,64
347,342,417,30,75,61
347,343,417,28,73,58
348,344,418,26,73,56
348,343,417,24,71,55
346,343,416,25,73,64
346,343,415,24,72,58
347,341,418,22,71,51
347,341,417,20,70,54
348,342,416,19,69,59
349,343,418,19,66,64
348,344,416,18,65,65
347,343,416,17,67,68
348,342,418,16,66,71
348,344,418,15,65,73
348,344,417,14,67,74
348,341,419,14,65,75
348,343,417,13,68,75
348,343,418,14,67,73
348,343,419,14,65,71
348,342,417,14,64,67
347,343,418,13,62,65
348,343,417,15,65,63
347,342,416,12,66,63
348,341,418,13,61,60
348,341,417,13,65,59
348,342,418,13,60,55
349,342,418,13,61,53
348,343,417,13,59,51
347,343,417,14,62,48
347,343,417,14,62,46
347,341,418,14,61,43
348,341,418,12,58,41
348,341,417,13,57,40
349,342,417,13,56,37
348,342,417,12,53,35
348,341,417,13,52,31
348,343,417,12,52,31
347,343,417,13,49,31
347,342,417,12,49,30
347,342,416,13,48,26
347,342,418,14,48,23
348,341,418,14,47,20
348,341,419,14,46,17
348,342,417,15,45,16
347,343,417,13,47,24
347,342,417,14,45,42
347,342,418,13,45,42
347,342,417,14,45,35
347,343,418,13,45,31
348,342,418,13,45,27
347,342,418,15,42,25
348,342,417,15,41,23
347,342,417,15,38,21
346,342,416,15,38,22
347,342,416,14,38,24
347,341,417,14,35,23
347,342,417,14,38,21
348,342,418,14,36,18
348,342,419,14,38,16
348,342,418,14,39,15
347,342,418,13,37,12
347,342,418,13,35,12
347,342,417,14,38,11
347,341,417,13,36,10
347,342,417,13,36,11
347,342,417,13,35,12
346,342,417,12,36,11
347,341,417,13,35,12
348,342,418,15,31,12
348,342,418,13,35,13
347,343,416,14,36,13
347,343,417,13,36,14
347,342,417,13,36,14
347,343,418,13,36,13
347,342,416,13,39,13
347,342,417,13,39,14
348,343,417,13,37,14
347,343,417,12,42,13
347,342,417,13,39,12
348,343,417,12,38,14
347,343,416,12,38,16
348,342,417,12,38,19
348,343,416,13,37,19
348,342,417,13,34,20
347,342,416,14,35,20
347,342,416,14,36,38
348,343,416,12,36,57
347,342,417,13,34,45
347,342,418,15,34,34
348,343,417,13,35,26
349,343,418,12,35,22
349,343,418,13,35,19
349,343,418,14,35,17
348,343,417,12,36,14
347,344,416,14,35,14
346,343,416,12,38,13
347,341,417,13,38,13
348,341,417,13,39,12
350,342,418,12,38,14
349,342,417,12,38,15
348,341,418,12,37,18
347,342,417,12,40,17
347,343,417,13,42,17
347,343,416,12,42,17
346,343,417,12,42,16
346,342,417,12,44,16
346,341,417,13,43,17
347,340,418,13,43,17
347,341,417,13,43,16
348,341,417,13,47,16
348,343,417,14,49,15
347,341,418,12,48,15
349,342,418,14,47,14
347,342,417,15,49,13
348,342,417,14,49,13
347,343,417,14,49,12
347,342,417,15,46,11
346,342,417,15,46,11
346,341,416,15,47,11
346,341,417,13,47,10
347,342,418,14,47,10
346,343,417,14,45,14
347,342,417,14,46,20
346,342,417,12,45,35
346,343,417,13,46,32
346,342,417,13,46,29
347,341,417,13,42,26
346,342,417,12,45,25
347,342,417,13,43,25
346,343,417,13,40,25
347,343,418,12,42,24
347,341,418,13,41,26
347,344,418,12,43,24
348,344,418,13,40,23
347,343,417,12,42,23
347,343,417,13,42,21
347,341,417,13,42,19
347,343,417,13,42,18
346,342,416,13,40,15
346,341,418,13,45,14
347,343,417,15,45,14
347,344,416,13,45,13
346,342,417,12,46,14
346,340,416,13,45,14
347,342,417,14,48,15
348,342,418,13,46,15
349,342,419,13,47,15
348,343,418,13,47,15
347,343,416,13,46,17
348,342,419,13,45,19
346,341,416,12,45,24
346,341,417,13,44,22
347,343,418,12,44,21
347,342,417,13,43,21
347,343,418,13,42,19
347,343,418,13,43,16
348,343,417,13,42,22
348,342,417,13,44,27
348,342,417,12,45,42
348,342,417,12,44,39
347,343,417,12,45,36
347,342,417,13,45,35
347,342,417,12,43,35
348,342,417,12,43,35
348,343,417,11,41,38
349,343,419,12,42,35
350,344,420,12,41,35
349,343,419,13,41,35
348,342,418,12,39,36
348,342,417,12,36,34
347,343,416,12,35,29
348,342,416,12,33,27
348,342,417,12,29,25
348,342,417,12,28,23
347,342,418,13,26,21
348,343,417,13,24,20
347,343,416,13,24,20
347,342,417,12,22,19
347,342,417,12,20,17
346,341,417,13,20,16
347,344,417,13,20,15
348,342,418,13,20,16
348,342,417,12,20,21
347,344,417,12,20,19
347,343,417,12,20,17
348,343,418,12,21,15
348,344,418,14,22,14
347,342,417,14,21,12
346,342,418,14,20,12
346,343,416,13,20,20
346,343,416,13,21,40
346,342,417,14,22,41
346,343,417,12,21,35
347,342,416,14,22,30
346,342,419,13,20,27
347,342,418,13,22,24
347,342,418,13,22,21
346,343,418,12,23,21
347,343,418,12,24,20
345,344,416,12,24,21
345,342,417,12,26,20
345,341,416,12,27,18
346,340,417,14,28,16
347,341,418,13,26,15
347,342,417,15,27,15
348,343,418,15,28,12
347,343,419,15,29,13
347,343,419,15,28,12
348,342,417,13,27,13
348,342,419,14,29,14
346,342,418,15,28,15
346,343,418,13,30,16
347,342,417,15,29,16
347,342,418,14,30,18
346,341,417,14,30,16
346,342,417,15,29,15
347,343,417,13,29,14
347,342,416,12,27,15
347,341,418,15,27,16
347,342,416,14,27,19
346,343,417,15,27,20
347,343,417,15,27,21
347,341,417,14,25,21
347,342,417,13,25,42
346,342,417,13,24,52
348,343,418,13,23,39
346,342,418,14,24,30
347,343,417,13,23,25
347,343,418,14,23,21
347,342,417,13,24,18
347,342,417,13,25,17
347,343,417,13,24,18
345,342,417,14,23,20
347,343,417,13,24,20
348,341,418,15,23,21
348,341,419,15,23,17
348,343,418,15,23,16
347,342,418,15,24,14
346,342,417,15,23,13
346,342,416,15,24,12
347,342,417,15,22,10
346,342,417,15,22,10
347,342,418,13,22,11
346,342,418,15,22,11
346,343,416,15,22,10
347,342,418,14,21,9
347,341,418,12,23,9
348,342,417,13,24,11
347,343,417,14,26,9
347,342,418,12,27,10
348,342,418,13,27,10
347,343,417,14,26,10
347,342,417,12,27,10
347,342,416,12,27,9
347,342,417,12,28,11
346,341,416,12,27,16
347,342,418,12,30,16
348,343,417,13,31,17
347,341,418,13,32,17
347,341,417,13,33,16
346,343,417,13,33,15
348,342,418,14,33,15
347,342,418,13,35,22
347,342,417,12,35,29
347,342,417,13,33,40
348,342,418,13,33,34
347,343,417,13,33,34
347,343,417,12,32,36
347,342,417,13,30,38
346,341,417,13,29,41
347,341,417,15,27,41
347,343,417,14,28,43
347,343,417,14,31,47
346,342,417,12,29,48
347,341,417,13,30,48
347,342,417,13,30,50
348,342,419,14,30,46
347,342,418,12,31,42
347,342,419,13,29,40
347,343,417,13,30,39
346,342,418,12,31,37
345,341,416,12,29,35
345,342,416,13,30,41
345,342,416,13,28,47
345,340,417,13,29,44
345,341,417,13,25,37
344,340,414,12,23,29
345,342,419,13,23,27
346,340,418,13,22,26
345,343,418,12,20,25
346,345,418,13,21,24
346,343,417,14,20,22
345,340,416,13,21,17
344,340,417,12,20,17
