8\xfcX axis acceleration,Y axis acceleration,Z axis acceleration,Bicep signal,Shoulder signal,Pectoral signal
345,340,418,15,24,26
345,340,418,14,27,25
345,340,417,13,27,25
346,339,418,14,26,24
346,340,419,13,27,23
346,340,417,13,26,20
345,340,418,14,26,23
345,339,417,13,24,20
346,340,419,13,24,20
345,340,418,13,25,20
346,340,417,13,24,19
345,339,417,13,24,20
345,340,418,13,24,18
346,341,418,14,23,18
345,339,417,13,24,19
345,340,417,12,23,17
345,338,417,13,22,19
346,341,417,13,23,20
346,339,417,12,21,21
346,341,418,12,20,27
345,340,417,13,21,27
345,339,418,12,21,26
346,340,417,12,22,24
346,340,418,12,20,21
346,340,417,12,21,19
345,340,417,13,23,21
345,339,417,12,23,29
346,339,417,12,23,46
347,339,417,13,22,41
346,340,417,13,22,37
345,340,418,13,22,38
345,340,418,13,19,36
346,339,417,13,21,35
346,340,419,13,19,36
347,340,418,13,20,35
347,340,418,14,18,36
346,340,417,12,19,38
346,340,417,13,18,36
346,339,418,12,18,39
345,339,417,12,17,36
346,340,417,12,17,32
346,341,417,13,17,32
346,340,417,13,19,29
346,340,417,13,19,28
346,340,417,13,20,30
346,340,418,13,21,28
347,341,418,12,21,28
347,340,418,14,23,28
346,339,418,13,26,26
346,340,417,13,27,27
347,341,418,13,30,27
346,340,417,12,31,27
346,339,417,12,32,29
346,340,417,13,34,30
347,340,418,13,33,31
346,340,418,13,35,33
346,340,417,12,35,35
346,339,418,13,37,41
346,340,417,12,39,43
346,340,418,14,36,42
346,340,418,14,37,40
346,341,418,13,39,37
346,339,418,15,39,34
346,341,418,15,40,32
347,340,418,14,39,40
346,340,418,12,38,43
345,340,417,13,39,39
347,340,418,15,41,41
346,340,418,15,39,46
346,340,418,14,42,45
346,341,418,13,40,50
347,340,417,14,42,50
347,340,418,15,41,51
347,340,417,14,39,55
347,340,418,14,37,56
345,341,418,15,37,56
346,341,417,14,36,56
346,339,417,15,36,55
346,339,418,14,32,51
346,341,417,16,32,50
346,340,417,14,33,48
345,340,418,16,32,50
345,340,416,17,31,48
347,340,418,15,30,46
346,341,419,15,31,46
345,340,417,16,31,45
346,341,417,15,31,44
346,340,417,14,30,42
346,339,419,15,30,41
347,341,418,14,29,39
346,341,418,14,29,37
346,340,417,14,29,36
346,340,418,14,28,34
346,339,418,14,25,34
346,339,417,14,26,32
346,340,418,15,26,37
347,340,418,14,23,40
347,340,418,14,22,41
346,340,418,15,21,39
346,340,417,13,21,36
346,340,417,14,19,34
347,340,417,13,21,31
345,340,417,14,18,36
346,340,418,14,17,41
346,339,417,14,18,54
346,340,418,13,17,47
347,341,418,13,18,46
346,340,417,14,17,45
347,341,418,12,17,45
347,340,418,13,18,45
348,342,418,13,18,46
347,340,418,12,17,47
348,341,419,12,16,49
347,341,419,12,17,50
347,340,418,13,18,51
347,341,417,12,17,50
346,339,417,13,18,48
346,339,417,12,19,43
346,340,416,12,19,41
347,340,418,12,17,39
345,340,417,13,19,34
346,340,417,13,19,35
346,340,417,12,17,33
347,340,417,12,18,30
346,340,417,12,19,31
346,340,418,13,20,29
347,340,418,12,22,28
346,340,417,12,22,28
347,340,417,12,21,30
346,341,418,13,21,28
347,340,419,14,22,30
346,340,417,14,24,29
346,341,417,14,24,30
346,340,417,14,22,33
347,340,418,14,23,34
347,340,417,13,23,34
346,340,417,12,21,32
346,340,417,12,23,30
346,341,417,13,22,26
346,340,417,13,23,24
346,340,418,13,23,28
347,341,417,13,26,33
346,340,417,12,25,49
347,341,418,14,26,40
346,340,417,15,24,36
346,340,418,13,26,36
347,341,418,13,26,35
346,340,418,13,27,32
346,340,418,13,26,30
347,342,417,12,25,32
347,340,417,13,24,30
346,341,418,13,25,30
347,341,418,13,23,26
347,340,418,12,22,23
347,340,418,13,22,19
347,340,417,13,23,19
347,341,418,13,20,16
347,340,418,12,22,18
347,341,418,13,19,22
347,341,418,15,21,22
347,340,418,14,19,27
346,339,418,14,20,30
346,340,417,13,21,33
346,340,418,13,23,40
347,341,418,13,25,46
346,340,417,14,29,50
346,340,417,12,31,58
346,341,418,13,30,61
347,341,419,12,33,65
347,340,418,12,39,64
346,340,418,13,41,64
346,340,418,13,47,69
346,341,417,14,48,73
347,341,418,13,53,80
346,340,417,12,57,87
347,341,417,13,58,91
346,341,418,13,62,89
347,340,417,12,65,90
347,340,418,12,67,117
346,341,418,13,71,116
346,341,418,13,75,104
347,340,417,13,76,97
347,340,417,12,81,92
347,341,418,12,81,88
347,342,418,13,83,87
346,340,418,13,84,83
346,341,418,13,86,79
346,341,417,12,84,77
347,341,417,13,83,73
346,340,417,13,81,73
347,340,417,13,83,75
346,341,417,12,82,74
346,341,417,12,81,74
347,341,416,12,80,72
347,342,418,13,82,70
347,341,418,12,80,70
347,341,418,13,79,69
348,341,418,12,79,67
347,340,418,13,76,70
347,341,418,12,73,66
346,340,418,12,72,65
347,341,417,13,73,64
346,340,417,12,71,63
347,341,417,13,70,64
347,341,417,14,66,62
347,340,417,13,64,59
347,341,418,13,64,55
347,341,418,13,61,47
346,340,417,13,61,46
347,341,417,12,59,45
346,340,418,14,57,44
347,341,417,13,55,46
346,341,417,13,51,44
347,341,418,12,50,43
346,340,418,14,47,36
346,340,417,12,43,63
347,340,417,15,41,68
347,340,417,14,40,53
346,340,417,14,37,41
347,340,418,12,39,33
347,342,418,13,37,26
346,340,417,13,37,23
347,340,417,13,35,20
347,339,417,13,35,20
347,341,418,14,31,20
346,341,417,12,30,19
347,341,417,13,27,20
346,340,418,14,27,16
346,340,417,12,25,16
347,340,417,13,23,16
347,341,417,13,22,15
346,340,418,12,21,16
347,341,417,13,20,18
347,341,418,12,20,16
346,341,417,12,19,19
346,341,419,12,19,17
346,340,417,13,19,17
346,341,418,13,21,18
346,340,418,13,20,18
346,340,418,13,21,21
346,341,417,14,21,21
346,340,418,14,21,20
345,341,418,13,23,24
346,341,417,13,24,24
346,341,417,14,24,26
346,340,418,14,26,33
346,340,418,14,30,36
346,340,417,14,29,38
346,339,418,13,32,39
346,340,418,14,32,37
346,341,417,15,33,38
346,340,418,14,34,36
346,340,417,14,30,39
346,340,417,15,34,43
346,340,418,14,34,53
346,341,418,15,36,46
346,340,418,14,36,49
346,340,418,14,36,52
346,340,418,15,37,56
346,341,418,15,39,58
346,339,417,16,40,59
346,340,417,14,39,60
346,340,417,17,39,62
346,340,418,16,40,64
346,341,417,16,43,65
346,340,418,16,45,63
346,340,417,15,45,62
347,340,417,16,46,58
347,340,419,17,46,55
346,341,418,17,46,56
346,341,418,17,45,53
347,341,418,18,46,53
347,340,417,15,47,50
347,341,417,17,46,47
346,340,417,16,46,47
346,341,418,14,46,44
347,341,417,15,46,42
346,340,419,15,48,42
347,340,418,15,48,41
347,341,417,15,46,37
347,341,418,15,49,36
346,340,417,15,48,35
346,340,418,14,49,36
347,340,418,13,51,35
346,341,417,14,52,38
347,341,418,13,51,38
346,341,418,14,51,38
346,341,417,14,51,35
346,341,418,14,53,33
346,340,417,13,51,31
346,340,418,14,52,30
346,341,417,13,50,39
345,340,417,14,52,40
346,340,417,13,51,39
346,340,418,13,49,36
347,340,418,13,46,39
347,342,418,13,47,40
345,341,418,14,47,40
346,340,417,13,48,40
346,340,418,13,47,41
346,341,418,13,45,39
347,342,418,13,46,42
345,340,418,14,46,41
345,339,417,13,45,39
346,340,418,13,47,39
346,340,418,12,47,35
346,341,418,13,46,31
346,341,417,12,47,29
346,341,418,13,47,26
346,340,418,12,45,26
345,340,418,13,44,22
346,340,418,12,44,22
345,340,418,13,46,20
345,341,417,14,43,19
347,341,418,13,43,19
346,340,418,14,43,18
346,340,418,13,41,17
347,341,418,13,39,14
345,341,418,14,38,14
345,340,418,14,39,14
346,340,418,14,38,15
346,340,419,15,35,14
347,340,418,14,35,13
345,341,417,15,37,14
346,340,417,15,35,17
345,340,417,14,37,18
346,341,418,15,38,17
346,340,417,14,38,16
345,340,418,15,38,15
345,340,418,15,37,13
345,341,418,15,38,14
345,340,418,16,38,19
345,340,417,16,38,30
346,341,418,16,39,50
346,340,417,14,37,40
346,340,418,15,36,36
346,341,417,16,34,34
346,341,417,14,35,32
345,340,417,14,34,29
346,341,418,16,35,30
346,341,417,16,33,28
345,341,417,15,33,30
345,340,417,16,32,30
345,340,418,16,29,29
345,340,418,15,30,26
347,341,417,16,30,24
345,340,418,15,29,20
346,340,418,16,30,19
345,340,417,14,28,16
346,340,417,14,28,16
346,340,418,13,29,15
345,340,417,14,27,15
346,341,417,14,28,15
345,340,418,13,27,13
345,340,417,14,27,13
345,341,418,14,27,12
346,340,418,13,28,11
346,341,419,14,29,11
346,340,418,15,31,11
346,340,417,13,31,11
346,341,418,15,31,11
345,340,418,14,33,12
345,340,418,14,32,10
345,340,418,13,33,11
346,340,418,12,31,12
345,341,417,13,31,12
345,340,417,12,30,15
345,340,417,12,33,16
346,340,417,13,33,15
345,341,418,13,31,14
346,340,418,12,29,14
345,341,418,13,28,14
345,341,417,13,29,11
346,340,418,13,27,17
346,340,417,12,30,31
346,340,417,13,29,48
346,341,418,12,29,39
346,340,417,13,28,33
345,340,418,13,29,30
345,340,417,12,27,28
345,340,418,12,27,29
347,340,418,13,28,28
347,340,417,12,26,28
346,341,418,13,28,28
345,341,418,14,28,29
345,340,418,12,28,29
347,340,417,12,28,27
346,340,417,13,26,26
345,340,417,13,26,24
346,340,417,13,26,23
346,340,418,12,26,24
345,340,418,11,25,23
347,341,418,12,24,23
346,341,418,12,26,21
347,340,418,13,25,19
345,340,418,13,24,17
345,341,417,12,24,16
345,340,418,12,24,14
346,341,418,11,24,15
347,340,418,13,23,15
345,340,418,12,23,14
347,341,418,12,25,14
346,339,418,13,23,15
345,339,418,13,24,15
345,340,417,13,23,15
346,340,418,12,25,16
346,340,418,13,25,20
345,339,417,14,23,20
346,340,417,12,24,19
346,340,418,13,24,19
345,339,417,12,24,17
346,340,417,12,25,15
347,341,417,12,26,15
346,341,418,13,27,23
346,340,417,12,28,39
345,340,418,13,29,37
345,339,418,12,29,36
346,341,418,13,30,35
345,340,417,13,31,33
346,339,419,13,33,32
346,341,418,14,34,33
345,340,417,13,34,33
346,340,417,13,33,37
345,341,417,12,34,39
345,341,417,12,32,39
346,340,418,12,32,40
347,341,418,13,28,35
346,341,418,12,27,32
345,341,417,13,27,29
346,341,418,14,24,27
345,341,418,12,26,26
346,341,417,14,24,24
345,340,417,12,25,23
346,341,417,12,25,24
345,340,418,14,25,20
345,340,418,13,26,19
345,340,417,12,25,18
345,340,417,13,24,17
345,341,418,13,23,17
345,340,418,13,24,17
346,340,418,12,23,16
345,340,417,13,25,17
345,340,417,12,23,16
346,340,419,12,25,15
345,341,417,12,27,16
345,341,418,13,28,14
346,340,419,13,28,14
345,340,418,13,28,14
345,341,418,12,26,19
346,341,418,13,26,19
346,340,418,12,26,18
346,340,417,13,26,17
346,340,418,12,29,16
345,341,417,12,29,14
345,340,418,13,31,15
346,340,418,13,31,21
345,341,418,13,33,36
345,340,418,12,31,46
345,340,418,13,30,38
346,341,418,12,28,37
345,341,417,12,28,37
345,340,418,15,28,34
346,341,418,14,27,35
345,339,418,13,29,36
345,341,417,13,29,35
346,341,418,14,28,37
344,340,419,14,28,38
345,341,417,12,26,38
346,340,418,13,27,36
345,339,418,12,26,32
345,340,417,13,28,29
346,341,418,14,28,26
345,340,418,14,26,25
345,340,418,13,24,24
345,340,418,13,24,21
346,341,417,14,23,21
346,341,418,14,23,22
345,340,418,13,21,20
346,339,418,13,21,19
346,340,418,13,23,17
346,340,417,12,23,17
345,340,419,14,22,16
345,340,417,14,22,16
345,340,417,12,23,15
346,340,418,14,24,15
345,340,418,12,24,14
346,341,417,12,26,14
346,341,417,12,24,14
346,341,418,12,23,14
346,341,418,12,23,12
346,341,420,12,22,13
345,340,417,12,22,17
345,339,417,12,23,16
344,338,417,12,23,15
344,338,418,14,23,15
345,340,418,13,23,13
346,339,418,12,21,15
345,339,417,12,22,15
345,339,417,13,22,16
345,338,418,13,22,40
345,339,418,13,24,48
346,338,418,13,23,39
345,339,419,12,22,31
346,338,418,13,21,25
345,338,417,12,20,22
345,338,417,13,20,18
345,338,417,12,20,18
345,338,418,13,19,16
345,339,417,12,20,15
344,338,418,12,18,15
345,339,417,12,20,15
345,338,418,13,21,15
346,338,418,12,19,20
346,338,417,12,21,20
345,339,418,13,20,21
345,339,418,13,20,24
345,339,417,13,18,24
345,339,418,12,17,25
345,339,418,13,18,26
345,339,417,13,19,27
345,338,418,12,17,30
345,339,417,12,18,32
345,339,417,13,18,32
346,339,418,13,19,35
346,340,417,14,18,35
345,339,417,13,18,35
345,339,418,15,18,36
345,339,417,13,18,34
346,339,418,15,18,36
345,339,418,14,17,36
346,339,417,13,19,36
345,338,418,14,18,36
345,339,418,15,20,33
345,339,418,15,20,26
346,340,418,15,19,27
346,339,417,15,18,28
346,339,418,16,19,30
346,340,417,15,18,31
344,339,417,14,16,30
345,339,418,15,18,30
345,339,418,15,17,33
345,340,418,15,18,66
346,338,417,15,17,60
346,339,417,14,19,47
345,339,418,15,19,37
345,340,419,15,18,30
346,339,417,14,19,24
345,340,418,15,18,20
345,339,418,16,18,18
346,340,417,15,17,16
345,339,417,15,17,16
345,340,418,15,17,16
345,340,417,15,18,14
345,339,418,14,17,14
346,340,417,16,17,13
344,339,417,15,18,13
346,339,419,16,19,14
346,340,417,15,19,12
345,339,417,15,19,13
346,339,417,15,19,11
345,340,417,15,18,13
345,340,418,13,19,12
344,339,418,13,17,14
345,339,418,14,18,14
345,339,418,13,17,12
346,340,418,14,17,13
346,339,418,14,18,12
345,340,418,13,17,12
345,340,419,13,20,13
346,341,417,13,19,12
345,339,418,13,16,11
344,339,418,14,18,11
346,340,417,14,17,12
345,339,418,14,18,14
346,339,418,13,19,13
345,339,418,13,20,13
345,339,417,13,21,13
345,340,418,14,21,12
345,341,417,13,23,11
345,339,418,13,24,11
345,340,418,14,26,20
346,341,418,13,26,43
345,340,418,14,27,48
345,341,417,12,27,41
346,339,417,12,28,36
346,340,418,13,28,36
345,342,418,13,30,36
345,340,418,12,31,35
346,340,418,12,32,33
345,340,418,13,30,36
345,340,417,12,32,38
345,339,418,12,32,40
346,340,417,13,32,39
345,340,418,12,33,37
345,339,418,12,33,34
346,339,418,12,30,31
346,340,419,13,32,29
346,341,418,12,34,28
346,339,417,12,35,27
345,340,417,13,35,26
346,339,418,13,36,27
345,339,418,13,37,25
345,340,418,12,37,24
345,340,417,13,36,23
345,339,418,13,34,22
345,340,417,14,35,21
345,340,418,14,35,21
345,339,417,13,34,21
344,338,418,13,34,21
345,339,417,13,33,20
345,340,418,13,33,20
345,339,418,13,32,22
345,338,418,15,31,27
345,340,416,14,32,25
346,339,418,14,32,22
345,339,418,14,31,21
345,339,418,12,32,19
345,339,418,12,31,18
345,339,418,14,30,18
345,339,417,14,30,26
345,339,418,15,30,35
345,339,418,14,33,32
345,339,418,14,31,31
345,339,419,13,32,34
345,339,417,13,32,34
345,340,417,13,31,34
345,339,417,12,30,36
345,339,418,14,29,35
345,339,418,13,28,36
344,339,417,13,27,38
344,340,417,13,26,35
344,340,417,14,26,36
344,339,417,14,27,33
345,339,417,13,29,30
345,339,418,14,28,30
345,339,418,12,28,28
345,340,417,12,27,27
346,338,418,12,24,28
344,339,418,13,22,25
345,339,418,12,23,27
345,340,419,12,23,23
345,340,418,12,21,22
345,339,418,13,22,21
345,340,418,12,19,20
344,339,417,12,18,19
345,340,417,11,19,18
345,339,417,13,20,17
344,338,416,13,20,15
344,339,418,14,21,14
345,340,417,14,22,17
344,339,418,14,24,18
344,339,418,14,27,19
344,340,418,12,29,17
345,340,419,13,33,15
345,339,418,14,38,12
345,339,418,14,42,12
345,339,418,13,46,14
345,340,418,15,46,20
345,339,418,14,49,43
345,339,418,14,49,39
344,339,418,13,52,33
346,340,418,14,55,31
345,340,418,13,59,29
344,339,417,14,60,27
344,339,419,14,62,25
344,339,418,12,64,27
345,340,419,13,64,29
345,339,417,14,66,29
344,339,417,13,66,30
345,338,417,14,68,29
345,339,418,15,71,24
345,339,418,13,72,22
345,339,417,15,74,19
344,339,418,14,74,20
344,339,418,13,74,19
344,340,419,15,75,18
344,339,418,13,75,19
344,340,418,15,72,20
345,339,417,15,70,18
344,338,418,14,70,18
345,340,418,15,69,19
345,340,418,15,68,18
344,338,417,13,69,18
344,339,418,14,67,17
344,340,417,14,67,16
345,340,418,13,67,17
344,339,417,15,66,17
345,340,418,13,65,17
345,339,418,13,63,20
345,339,418,15,63,25
345,340,418,14,61,24
345,340,417,14,59,23
344,339,419,14,57,22
344,339,417,14,54,20
344,339,417,14,52,18
344,340,419,14,51,19
344,340,417,15,50,29
344,340,417,13,47,43
344,339,417,13,44,41
344,339,418,14,44,40
344,339,418,14,42,39
345,340,418,13,42,43
345,339,418,13,39,43
344,340,418,14,37,46
344,339,417,13,36,46
344,339,418,12,33,48
344,339,418,13,34,50
344,341,417,13,29,54
345,339,418,13,30,54
344,338,418,12,27,52
344,339,417,13,28,49
344,339,418,13,27,45
345,341,418,12,25,43
344,339,418,14,24,41
344,338,417,12,22,40
344,339,417,12,21,39
344,340,418,12,19,36
344,339,419,12,19,36
344,339,417,12,19,34
344,339,418,12,18,35
344,338,418,12,17,34
345,339,418,13,18,35
344,340,418,12,18,34
344,339,418,14,19,35
345,338,417,12,19,35
344,339,419,12,19,35
344,340,418,12,23,33
345,339,417,12,23,32
345,339,418,13,24,34
344,340,417,12,23,38
344,339,417,14,23,43
345,339,418,12,26,41
345,339,417,12,25,41
345,339,417,12,26,39
344,339,419,14,26,37
344,339,417,12,30,35
344,340,418,13,32,40
345,338,419,14,34,44
344,339,417,13,37,47
345,339,417,14,37,40
345,340,418,14,35,39
345,339,418,15,37,40
345,339,418,14,36,41
344,339,418,13,36,40
345,338,418,14,38,40
345,338,418,15,37,42
345,339,418,15,38,40
345,339,418,15,39,42
345,338,418,15,41,43
343,339,418,14,42,42
343,339,417,15,42,40
343,338,417,16,42,33
344,339,417,15,41,30
344,340,416,16,39,27
344,339,419,18,39,24
344,339,418,18,42,24
345,341,419,17,43,23
345,340,419,17,41,20
345,339,418,16,43,20
345,339,417,15,44,17
345,339,417,14,44,19
345,340,418,15,44,17
345,340,417,13,43,17
346,339,417,14,45,16
345,340,417,12,45,16
345,339,418,13,45,16
345,341,418,14,45,14
345,340,416,13,44,12
345,340,417,13,44,12
346,340,417,13,44,12
346,340,418,13,45,15
346,341,420,12,45,20
346,340,417,12,44,18
345,339,419,13,45,17
346,340,418,13,46,16
347,340,418,13,43,13
348,341,419,13,44,12
347,341,417,13,43,15
346,340,417,13,41,23
347,339,418,13,40,49
346,338,417,13,39,44
347,339,418,13,35,35
348,341,418,13,34,30
347,340,417,12,31,26
346,339,417,13,30,23
346,340,417,13,29,22
346,342,418,13,27,22
347,342,417,13,25,24
346,341,418,15,26,26
347,340,417,12,25,26
348,340,418,14,26,27
347,341,418,13,25,25
347,341,418,14,24,22
347,342,417,14,28,18
347,341,418,13,27,16
346,340,418,12,30,15
346,340,418,12,28,13
347,340,417,13,27,12
346,341,418,12,28,12
348,340,418,13,30,12
346,340,418,14,30,11
346,341,417,12,31,11
346,340,418,13,31,11
346,340,417,12,29,11
346,341,418,12,27,10
346,339,418,14,24,10
346,340,417,13,24,9
346,340,417,14,28,11
346,340,417,14,35,11
346,341,417,14,47,9
346,341,417,13,62,10
345,340,418,12,77,10
346,341,418,12,95,9
346,339,417,13,111,14
346,341,417,13,128,17
347,341,419,13,142,14
345,340,417,12,157,13
347,340,417,13,171,12
346,341,418,12,185,11
346,340,418,14,197,11
347,340,418,12,206,17
345,340,417,14,215,37
346,340,417,13,219,47
346,340,417,14,224,38
346,340,418,12,223,34
346,339,418,12,219,33
346,341,418,13,213,30
346,340,417,13,205,28
346,340,417,13,194,32
346,341,417,12,185,31
346,339,418,13,173,33
346,340,418,12,164,32
346,341,417,12,154,30
346,340,418,13,146,28
345,340,418,12,137,25
346,340,418,14,127,22
346,340,418,13,117,17
346,340,417,12,109,16
346,341,417,13,96,16
346,340,417,13,83,15
346,341,418,13,68,15
345,340,418,12,55,12
346,340,418,12,44,14
346,341,417,12,42,13
345,339,417,12,41,11
346,339,417,13,45,12
346,340,418,12,49,13
346,340,418,12,53,13
346,340,417,13,60,13
346,340,417,12,72,12
347,340,417,13,84,13
346,340,417,12,100,13
346,340,418,13,123,13
346,340,417,12,158,14
346,340,417,13,198,13
346,341,417,12,238,18
346,340,418,12,275,23
346,340,418,13,303,20
346,340,418,12,322,19
346,340,417,12,332,16
346,340,417,13,337,17
346,339,417,13,338,14
346,340,417,13,329,24
346,339,418,13,312,33
346,341,417,13,296,41
346,339,417,12,277,35
346,340,418,13,259,34
347,341,419,13,237,37
347,342,417,12,219,35
347,340,418,13,200,36
346,338,419,12,181,36
347,340,418,14,164,36
348,340,418,14,145,36
347,340,417,13,130,38
344,339,416,12,112,35
345,339,416,13,97,32
348,339,417,12,82,30
346,340,417,12,71,26
346,339,416,12,60,24
344,340,417,14,48,24
346,341,416,14,40,23
347,340,418,13,34,22
346,338,418,12,29,19
347,341,418,13,31,19
347,340,419,14,32,18
347,340,418,13,35,16
346,339,417,13,38,16
346,339,417,12,43,16
346,341,417,13,46,16
347,339,419,12,49,15
347,340,419,12,54,14
347,341,417,12,55,13
347,341,417,12,56,14
347,341,419,13,59,11
347,341,416,14,57,12
347,340,417,13,59,10
347,341,419,13,59,11
347,341,417,13,62,13
346,341,418,14,66,16
347,341,418,15,65,14
347,341,418,14,70,14
347,341,417,16,68,13
347,339,418,15,71,11
347,340,418,14,70,12
347,340,418,15,71,16
347,341,418,15,72,31
346,341,417,13,72,48
346,340,418,13,73,41
346,339,418,13,74,35
345,340,418,14,73,32
347,341,419,14,71,32
347,340,419,14,69,30
348,340,419,13,72,30
347,340,418,14,70,29
345,340,418,14,72,32
343,341,416,14,73,32
342,338,415,14,74,34
341,337,414,14,76,32
342,338,418,12,76,29
342,339,412,12,76,27
341,339,417,14,75,26
343,340,418,13,74,22
344,340,418,13,74,23
343,340,417,12,73,23
342,338,416,12,72,21
342,338,419,12,72,20
343,339,418,12,69,17
344,340,419,13,68,19
344,337,418,13,67,17
343,338,418,13,66,17
343,338,417,13,66,16
343,339,418,13,62,17
343,338,418,12,64,17
344,339,417,12,63,18
342,338,418,12,64,18
343,339,417,11,63,19
343,339,418,12,64,19
343,338,418,14,63,16
344,339,417,12,63,16
344,339,418,13,62,18
343,338,418,13,63,23
343,338,418,12,61,27
344,339,417,12,59,24
343,339,418,13,56,21
343,339,418,12,53,18
343,338,418,14,50,15
344,340,418,13,51,15
345,339,418,12,53,21
344,338,417,13,51,33
344,339,418,13,53,49
344,340,417,12,53,40
344,338,418,13,54,39
345,339,418,12,52,38
344,340,418,13,54,36
344,339,417,14,54,36
345,339,418,13,52,35
345,340,418,13,52,36
345,339,418,13,52,37
345,339,418,13,52,39
345,339,418,13,52,38
344,339,417,12,52,39
345,340,417,13,52,37
345,339,417,13,50,33
345,339,418,12,50,30
346,339,418,12,48,27
345,339,417,13,47,26
345,339,418,14,46,27
345,339,417,14,45,25
345,339,419,13,45,24
345,340,417,13,48,22
346,340,418,14,47,21
346,339,418,14,47,20
345,339,418,13,47,17
345,340,417,14,47,18
345,340,418,12,46,17
344,340,417,13,47,16
345,340,417,14,45,16
345,338,419,14,46,16
346,340,418,12,44,16
345,339,418,12,45,18
346,339,418,13,43,25
346,339,418,12,42,28
345,341,417,12,43,26
346,340,419,13,42,25
346,339,417,12,42,23
345,339,416,12,41,20
345,340,418,12,41,18
345,340,416,12,41,27
345,340,417,13,40,34
345,339,417,13,40,43
345,339,418,13,38,37
346,340,419,13,38,38
346,341,418,15,38,38
347,341,418,13,39,37
346,338,417,15,39,36
348,341,420,14,38,35
348,340,419,15,38,35
346,341,417,15,40,36
345,341,418,14,40,35
345,340,417,15,36,33
346,341,418,15,39,30
347,340,418,15,37,24
347,339,418,13,36,21
347,340,418,15,35,18
347,341,417,14,33,16
347,340,418,15,31,15
346,341,418,13,31,13
345,340,417,13,31,13
346,338,417,14,28,11
347,339,418,14,27,10
347,340,418,15,27,10
347,341,419,14,25,10
347,341,418,14,23,11
347,340,417,15,24,10
346,341,417,15,23,12
346,340,417,13,21,12
347,341,418,14,23,13
346,340,419,13,22,13
347,340,418,14,23,12
346,339,418,14,24,14
347,340,418,13,27,15
347,340,417,13,30,13
347,341,417,13,31,14
347,341,418,13,31,14
345,339,417,12,32,15
346,339,417,14,32,14
346,339,419,15,30,17
346,339,416,14,32,25
347,340,418,14,29,48
346,341,418,15,29,39
345,341,416,15,31,32
344,341,416,15,28,25
346,340,417,15,28,22
346,340,416,15,27,20
346,340,418,14,27,16
347,340,419,14,26,16
347,341,418,15,27,17
347,341,419,15,26,15
346,340,418,14,26,16
347,339,417,14,24,16
346,340,418,15,25,17
347,342,417,15,25,14
346,341,418,14,27,14
345,339,417,13,24,13
345,340,416,13,24,13
346,340,416,13,23,12
347,340,418,14,22,12
347,340,418,13,23,13
346,341,417,13,24,11
347,341,418,13,26,10
346,340,418,13,26,11
347,342,417,12,26,10
347,342,418,13,25,9
347,341,418,13,24,10
347,341,418,13,26,10
346,339,417,13,23,10
347,340,417,12,22,10
348,341,417,13,22,14
347,341,418,13,23,17
346,340,418,12,22,17
346,340,417,12,23,17
347,340,417,12,23,15
346,340,418,13,22,13
347,341,417,12,26,12
347,340,418,12,25,20
346,340,417,13,26,24
347,340,418,12,29,37
347,340,417,12,27,31
346,341,418,13,30,32
347,340,417,13,28,33
346,340,417,14,28,34
348,340,418,13,29,34
347,341,418,13,27,34
348,340,419,13,25,36
348,341,418,13,26,36
347,341,414,13,24,37
347,341,418,14,22,36
348,342,417,12,21,35
348,341,417,12,21,35
348,340,418,13,20,32
348,341,418,13,21,30
347,340,416,13,20,31
346,340,418,12,20,29
348,341,417,14,21,29
348,342,416,12,20,27
348,341,417,12,21,26
348,340,418,13,19,24
349,341,417,13,21,23
349,341,418,12,21,21
349,341,417,13,20,20
348,340,416,13,18,20
348,340,418,14,20,26
348,341,417,13,19,24
348,341,417,14,18,22
350,340,417,13,18,22
349,340,418,13,18,19
348,341,417,13,17,16
349,341,417,14,19,16
348,341,417,13,18,22
348,341,418,14,18,27
348,341,417,14,18,32
348,341,417,13,18,30
349,340,418,15,20,32
347,341,418,15,19,34
347,341,416,14,19,34
347,340,417,14,19,36
349,341,417,15,19,37
348,340,417,13,20,37
348,341,417,14,18,38
347,341,417,13,17,37
347,341,418,14,19,37
348,341,416,13,18,36
348,340,417,12,19,35
348,340,417,13,20,33
349,342,418,13,19,32
348,341,418,14,20,31
348,342,417,13,20,31
347,341,418,13,18,28
348,341,417,13,20,25
348,341,417,13,18,22
348,340,417,13,20,21
348,339,416,13,20,21
348,341,417,14,19,20
349,341,418,13,20,20
348,341,417,13,21,26
347,340,417,13,22,25
348,341,417,13,23,26
349,342,417,13,23,25
348,341,418,12,24,23
349,340,418,14,24,20
348,340,415,12,21,20
348,340,418,13,24,27
348,342,417,12,25,30
348,342,417,14,24,33
348,340,418,14,24,32
347,341,417,13,25,34
349,341,418,14,24,34
348,340,417,14,24,36
348,341,418,12,24,37
348,342,417,14,26,37
348,341,417,14,25,39
348,341,417,13,27,38
348,341,417,13,28,39
348,342,417,12,26,39
348,341,418,12,26,36
348,340,419,13,26,35
347,340,417,13,23,33
347,340,417,13,24,32
347,341,417,13,24,31
347,341,417,13,23,29
348,341,417,12,21,30
348,340,417,12,24,29
347,341,417,12,24,28
347,341,417,13,26,26
346,343,415,12,25,24
348,342,418,13,25,23
348,339,418,13,24,26
347,341,417,12,24,28
347,341,418,13,25,27
347,340,419,13,26,26
347,341,416,12,27,22
346,341,417,12,28,22
