,\xffX axis acceleration,Y axis acceleration,Z axis acceleration,Bicep signal,Shoulder signal,Pectoral signal
342,401,352,15,21,29
346,404,364,15,27,23
348,405,364,15,26,22
345,405,364,16,27,28
339,401,349,15,27,31
346,403,357,14,30,43
342,405,354,15,31,36
343,403,353,15,30,32
346,403,352,15,31,31
344,403,352,13,32,28
349,403,352,16,33,28
345,403,352,18,31,26
344,403,352,16,33,24
344,401,352,15,35,22
337,402,353,14,36,21
343,404,351,14,33,18
348,403,351,15,35,17
347,403,352,13,36,18
344,403,353,15,33,21
340,403,352,15,33,20
342,404,352,13,33,22
344,401,353,14,32,21
343,402,352,14,32,21
345,405,354,15,31,20
342,404,349,15,32,21
344,402,351,13,31,19
347,404,355,14,28,21
344,403,352,15,27,20
344,403,352,15,25,20
344,402,353,15,25,20
344,401,352,15,26,20
343,403,351,15,26,22
344,403,351,15,24,22
345,402,352,12,24,23
345,403,352,15,23,23
343,403,352,15,20,19
344,403,353,15,24,21
344,402,352,15,23,19
344,404,353,15,23,20
345,404,350,15,22,22
344,403,352,13,22,20
344,403,352,12,22,21
344,403,352,15,23,31
343,404,352,14,24,55
344,404,352,14,24,47
344,402,352,15,23,35
343,404,353,14,24,30
344,403,352,14,25,25
344,403,354,14,26,21
344,404,352,14,25,22
342,403,352,14,25,21
343,403,352,15,25,23
345,403,352,14,28,25
344,402,353,14,24,26
344,403,353,15,27,26
344,403,352,15,27,22
344,403,353,15,27,16
344,403,352,14,29,15
343,403,352,16,28,15
343,403,352,15,27,13
345,402,352,15,31,12
344,401,353,15,29,11
344,404,351,15,28,10
344,403,351,15,27,11
345,403,352,13,28,10
344,403,352,14,26,12
342,403,352,15,25,14
343,404,352,14,26,14
344,401,352,16,27,14
344,402,352,15,26,13
344,403,350,17,25,14
344,403,352,16,26,14
344,404,352,14,26,12
345,403,352,16,25,13
343,404,352,17,23,11
343,404,352,15,25,11
344,401,352,15,23,10
344,401,352,15,23,10
343,403,351,15,22,10
344,403,350,13,21,11
344,403,352,14,22,12
344,403,352,14,22,17
344,403,352,15,22,35
344,403,352,13,22,52
344,402,352,13,23,40
344,403,352,13,22,32
343,403,350,14,23,29
344,404,351,12,23,23
345,403,352,10,23,23
344,403,352,12,24,23
343,403,353,14,23,23
345,403,353,13,23,23
344,402,352,12,20,23
344,403,353,13,22,22
344,403,351,13,19,19
343,403,352,12,20,19
344,403,352,13,21,20
344,404,353,14,19,17
344,402,352,13,19,13
344,404,352,12,20,13
344,402,352,12,18,12
345,403,352,13,18,11
345,404,351,12,17,12
343,403,352,13,17,9
344,403,352,13,18,12
342,402,352,13,17,11
343,404,352,12,17,11
345,402,352,14,18,10
344,401,353,12,18,11
344,403,352,14,19,11
344,403,351,13,20,12
344,403,352,11,19,11
344,404,354,12,19,12
344,403,352,13,18,11
345,403,352,14,18,11
345,402,352,14,20,10
345,401,352,14,24,9
344,403,351,13,24,10
344,403,353,13,26,8
344,402,353,13,29,10
343,403,352,14,26,11
342,403,352,13,28,17
344,402,352,12,27,38
344,402,352,12,26,33
